,subject,set,understood task,response,button_bias_Z,decoy_NN_count,decoy_NN_count_correct,decoy_binom,rt set,rt shifted,rt swapped,rt neither,key_r,I7_count,I5_count,I1_count,I11_count,rt shifted-swapped,rt shifted:swapped,# shifted,# swapped,# neither,# 1st button,# 2nd button,# neither button,# 1st button (task),# 2nd button (task),# neither button (task),# button presses (task),# trials,# button presses,# no_neither_trials,rate shifted,rate swapped,rate neither,rate pressed 1st,rate pressed 2nd,rate pressed neither,rate pressed 1st (task),rate pressed 2nd (task),rate pressed neither (task),rate_NN_shifted,rate_NN_swapped,rate shifted - rate swapped,rate shifted - rate swapped (NN),Unnamed: 0,subject_age,Did this strategy change throughout the task?,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,Did you notice any change in the music? Elaborate,Q15 - Parent Topics,Q15 - Topics,How did you arrive at this experiment?,What is your first language (if other)?,"Did you notice any particular changes in the music? In other words, did you base your discriminations on specific features of the melodies?",subject_gender,How did your strategy change throughout the task?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona
486,SSS0523,0 2 4 7 9,True,BBAAABBBA,-1.0441851275732486,9,2,0.98046875,982.4350000126287,451.9999999902211,468.1799999671057,2424.9924999894574,0.7948116622035111,1.7058823529411764,3.0588235294117645,0.0,0.0,-16.179999976884574,0.9654406425348768,2.0,7.0,8.0,4.0,5.0,8.0,4.0,5.0,8.0,17.0,17.0,17.0,9.0,0.11764705882352941,0.4117647058823529,0.47058823529411764,0.23529411764705882,0.29411764705882354,0.47058823529411764,0.23529411764705882,0.29411764705882354,0.47058823529411764,0.2222222222222222,0.7777777777777778,-0.2941176470588235,-0.5555555555555556,489,19,No,I used airpods ,,English,,,,SONA for course credit,,No,Female,,1.0,0,No,,Agree,Strongly Agree,I would pay closer attention to how each sample started and ended,2020-10-20 15:33:39,39449
487,SSS0524,0 2 4 7 9,True,BBBBBBBABBBBAAAABABA,-1.0661857890406046,20,7,0.9423408508300781,2868.3299999975134,2943.4049999979325,2793.2549999970943,0.0,0.7829958520708449,1.65,2.6,0.0,0.0,150.1500000008382,1.0537544907289147,7.0,13.0,0.0,7.0,13.0,0.0,7.0,13.0,0.0,20.0,20.0,20.0,20.0,0.35,0.65,0.0,0.35,0.65,0.0,0.35,0.65,0.0,0.35,0.65,-0.30000000000000004,-0.30000000000000004,490,20,Yes,headphones,,English,,,,SONA for course credit,,Yes,Female,,3.0,0,No,,Agree,Disagree,,2021-04-08 23:05:02,40630
488,SSS0525,0 2 4 7 9,True,BAABBABABBBABBBB,0.6855795667606845,16,11,0.1050567626953125,1492.0250000003725,780.7549999998882,3281.300000000745,9668.135000000708,0.7547392640131149,1.7058823529411764,2.823529411764706,0.0,0.0,-2500.545000000857,0.23794075518840427,11.0,5.0,1.0,5.0,11.0,1.0,5.0,11.0,1.0,17.0,17.0,17.0,16.0,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.29411764705882354,0.6470588235294118,0.058823529411764705,0.29411764705882354,0.6470588235294118,0.058823529411764705,0.6875,0.3125,0.35294117647058826,0.375,491,20,No,in-ear,7-8,Other (please specify below):,,,,SONA for course credit,chinese,No,Female,,0.0,1,"Yes, but not so well",paino,Strongly Agree,Neither Agree nor Disagree,,2020-10-20 14:43:54,39081
489,SSS0526,0 2 4 7 9,True,ABBABABBAABABABB,1.6448792373994225,16,12,0.0384063720703125,885.4900000002235,877.9950000010431,938.6974999997765,0.0,0.7842429861182575,1.375,3.125,0.0,0.0,-60.7024999987334,0.9353332676408025,12.0,4.0,0.0,7.0,9.0,0.0,7.0,9.0,0.0,16.0,16.0,16.0,16.0,0.75,0.25,0.0,0.4375,0.5625,0.0,0.4375,0.5625,0.0,0.75,0.25,0.5,0.5,492,19,No,"In-Ear, most recent Airpods",5-12,English,Felt like the latter parts of the melodies had a few specific notes that would always be different.,,,SONA for course credit,,Yes,Female,,6.0,6-8,"Yes, I do alright","Piano, Ukulele",Strongly Agree,Neither Agree nor Disagree,Followed whether the notes were ascending or descending and tried to remember the pattern,2020-10-20 23:05:43,40156
490,SSS0527,0 2 4 7 9,True,ABBAABABABAABABABBAA,1.9039171968119892,20,9,0.7482776641845703,1675.6924999936018,1634.0199999976903,1717.3649999895133,0.0,0.821702145571301,1.7,2.9,0.0,0.0,-83.34499999182299,0.9514692566854851,9.0,11.0,0.0,11.0,9.0,0.0,11.0,9.0,0.0,20.0,20.0,20.0,20.0,0.45,0.55,0.0,0.55,0.45,0.0,0.55,0.45,0.0,0.45,0.55,-0.10000000000000003,-0.10000000000000003,493,18,No,earphones,5~11,Other (please specify below):,,,,SONA for course credit,Chinese,No,Female,,9.0,4-5,"Yes, I do alright",Piano,Agree,Agree,Instinct,2021-04-09 06:48:05,41125
491,SSS0528,0 2 4 7 9,True,AABAABBBABAABAABABBA,0.9751771008061407,20,7,0.9423408508300781,1799.9974999981932,1806.530000001192,1793.4649999951944,0.0,0.7736725557366542,1.55,2.45,0.0,0.0,13.065000005997717,1.0072847811393213,7.0,13.0,0.0,11.0,9.0,0.0,11.0,9.0,0.0,20.0,20.0,20.0,20.0,0.35,0.65,0.0,0.55,0.45,0.0,0.55,0.45,0.0,0.35,0.65,-0.30000000000000004,-0.30000000000000004,494,21,No,no,,Other (please specify below):,,,,SONA for course credit,Chinese,No,Male,,7.0,0,No,,Agree,Agree,,2021-04-09 10:45:05,40501
492,SSS0529,0 2 4 7 9,True,BBBBABABABB,1.350675506672245,11,6,0.5,7269.564999965951,8755.027500039432,9432.020000065677,5378.392500046175,0.7975047635372338,1.3529411764705883,2.2941176470588234,0.0,0.0,-676.9925000262447,0.9282240177584938,6.0,5.0,6.0,3.0,8.0,6.0,3.0,8.0,6.0,17.0,17.0,17.0,11.0,0.35294117647058826,0.29411764705882354,0.35294117647058826,0.17647058823529413,0.47058823529411764,0.35294117647058826,0.17647058823529413,0.47058823529411764,0.35294117647058826,0.5454545454545454,0.45454545454545453,0.05882352941176472,0.09090909090909088,495,20,Yes,speaker,,Other (please specify below):,,,,SONA for course credit,Chinese,No,Male,changes in the music and the difference and the length of each pieces,4.0,0,"Yes, but not so well",guitar,Agree,Neither Agree nor Disagree,no,2020-10-20 18:21:18,39565
493,SSS0530,0 2 4 7 9,True,ABAABBBABBAABAABA,0.7690423081606319,17,16,0.0001373291015625,611.5300000528805,568.8899999950081,1728.8350000744686,1798.6999999266118,0.7671677172604218,1.9,2.45,0.0,0.0,-1159.9450000794604,0.3290597425263276,16.0,1.0,3.0,9.0,8.0,3.0,9.0,8.0,3.0,20.0,20.0,20.0,17.0,0.8,0.05,0.15,0.45,0.4,0.15,0.45,0.4,0.15,0.9411764705882353,0.058823529411764705,0.75,0.8823529411764706,496,20,No,"over-the-ear headphones, soundcore noise cancelling",4-7,Other (please specify below):,tried to distinguish between how high and low the notes went or if it flowed,,,SONA for course credit,both english and spanish at the same time,Yes,Female,,9.0,2-3,"Yes, but not so well",piano,Agree,Disagree,none,2021-03-21 17:38:51,40617
494,SSS0531,0 2 4 7 9,True,BBABBBABBBAABABBBABA,0.964644285322452,20,11,0.41190147399902344,5393.375,6145.045000012033,4900.460000004619,0.0,0.7735642348778531,1.45,2.5,0.0,0.0,1244.5850000074133,1.2539730964044682,11.0,9.0,0.0,7.0,13.0,0.0,7.0,13.0,0.0,20.0,20.0,20.0,20.0,0.55,0.45,0.0,0.35,0.65,0.0,0.35,0.65,0.0,0.55,0.45,0.10000000000000003,0.10000000000000003,497,18,No,headphones ,middle to high school,English,tone and pitch,,,SONA for course credit,,Yes,Female,,5.0,6-8,"Yes, I do alright",flute,Agree,Agree,tone and pitch,2021-03-21 19:48:06,40517
495,SSS0532,0 2 4 7 9,True,BBBBBBBBBABBBBAAABA,-1.4668714750922103,19,11,0.3238029479980469,3008.952500007581,2443.269999930635,4909.652500005905,3868.2150000240654,0.7942405498822577,1.5,3.45,0.0,0.0,-2466.3825000752695,0.4976462183276101,11.0,8.0,1.0,5.0,14.0,1.0,5.0,14.0,1.0,20.0,20.0,20.0,19.0,0.55,0.4,0.05,0.25,0.7,0.05,0.25,0.7,0.05,0.5789473684210527,0.42105263157894735,0.15000000000000002,0.1578947368421053,498,20,No,over the ear headphones,11-18,English,going flat/sharp,,,SONA for course credit,,Yes,Female,,6.0,6-8,"Yes, I do alright",cello,Strongly Agree,Strongly Disagree,"when not focusing/zoning out, the one most different stuck out more.",2021-03-21 18:52:29,40757
496,SSS0533,0 2 4 7 9,True,ABBBAABAAAABAABAAA,0.0,18,7,0.8810577392578125,1377.684999984922,1498.6299999873154,1367.4449999816716,4463.035000022501,0.7754104491838317,1.55,2.35,0.0,0.0,131.18500000564381,1.0959343885914257,7.0,11.0,2.0,12.0,6.0,2.0,12.0,6.0,2.0,20.0,20.0,20.0,18.0,0.35,0.55,0.1,0.6,0.3,0.1,0.6,0.3,0.1,0.3888888888888889,0.6111111111111112,-0.20000000000000007,-0.22222222222222227,499,18,No,Airpods Gen 2,,English,,,,SONA for course credit,,No,Male,,0.0,0,"Yes, but not so well",Baritone Horn,Strongly Agree,Disagree,,2021-03-25 10:39:27,41075
497,SSS0534,0 2 4 7 9,True,AAABBABBAABBBAAAA,-1.1583158907100046,17,17,7.62939453125e-06,525.5299999844283,504.39999997615814,0.0,11724.65500002727,0.7911561771727614,1.7222222222222223,2.611111111111111,0.0,0.0,0.0,0.0,17.0,0.0,1.0,10.0,7.0,1.0,10.0,7.0,1.0,18.0,18.0,18.0,17.0,0.9444444444444444,0.0,0.05555555555555555,0.5555555555555556,0.3888888888888889,0.05555555555555555,0.5555555555555556,0.3888888888888889,0.05555555555555555,1.0,0.0,0.9444444444444444,1.0,500,19,No,Used earphones.,5 years old,English,The notes changed. ,,,SONA for course credit,,Yes,Female,,8.0,9+,"Yes, I do alright","Piano, violin, voice",Strongly Agree,Disagree,Mostly the notes of the melody.,2020-10-20 17:47:47,38676
498,SSS0535,0 2 4 7 9,True,ABBBBBBBBBBAABBBBAA,-2.0862172090200324,19,9,0.6761970520019531,2151.0774999987334,1845.5400000093505,2593.2125000031665,45966.46999999881,0.7505119677583878,1.55,2.5,0.0,0.0,-747.672499993816,0.7116809748553568,9.0,10.0,1.0,5.0,14.0,1.0,5.0,14.0,1.0,20.0,20.0,20.0,19.0,0.45,0.5,0.05,0.25,0.7,0.05,0.25,0.7,0.05,0.47368421052631576,0.5263157894736842,-0.04999999999999999,-0.05263157894736842,501,18,No,Over the ear headphones,,English,,,,SONA for course credit,,No,Male,,0.0,0,No,,Strongly Agree,Neither Agree nor Disagree,compare and contrast,2021-03-21 20:09:16,40937
499,SSS0536,0 2 4 7 9,True,ABBAAB,0.0,6,3,0.65625,1151.5550000481308,1711.245000012219,824.929999999702,1151.5550000481308,0.7770727096304668,1.6,2.2,0.0,0.0,886.315000012517,2.0744123743988427,3.0,3.0,9.0,3.0,3.0,9.0,3.0,3.0,9.0,15.0,15.0,15.0,6.0,0.2,0.2,0.6,0.2,0.2,0.6,0.2,0.2,0.6,0.5,0.5,0.0,0.0,502,22,No,in-ear headphone,,Other (please specify below):,,,,SONA for course credit,korean,No,Male,,0.0,0,"Yes, but not so well",drum,Agree,Agree,similar rhydm,2020-10-21 00:08:46,39940
500,SSS0537,0 2 4 7 9,True,BBBBABBBBABBAB,1.1078234188139946,14,4,0.9713134765625,2637.859999988228,2196.9724999943282,2490.574999996228,5182.050000003073,0.7799554512389283,2.1333333333333333,2.7333333333333334,0.0,0.0,-293.6025000018999,0.8821145719352581,4.0,10.0,1.0,3.0,11.0,1.0,3.0,11.0,1.0,15.0,15.0,15.0,14.0,0.26666666666666666,0.6666666666666666,0.06666666666666667,0.2,0.7333333333333333,0.06666666666666667,0.2,0.7333333333333333,0.06666666666666667,0.2857142857142857,0.7142857142857143,-0.39999999999999997,-0.4285714285714286,503,18,Yes,"speakers, computer speakers",7-15,Other (please specify below):,"Certain tone shifts such as major and minor keys, and how some melodies were shorter than others",,,SONA for course credit,Korean,Yes,Male,it was kind of all over the place it was what fit the situation,9.0,6-8,"Yes, I am near professional",Violin,Strongly Agree,Neither Agree nor Disagree,,2020-10-20 18:10:09,39936
501,SSS0538,0 2 4 7 9,True,ABBAABBABAAAAAA,-0.40583972495671405,15,10,0.15087890624999997,1048.9125000024214,1919.8225000002421,757.8700000010431,999.0649999999441,0.7634053698486131,1.85,2.8,0.0,0.0,1161.952499999199,2.5331818121809806,10.0,5.0,5.0,10.0,5.0,5.0,10.0,5.0,5.0,20.0,20.0,20.0,15.0,0.5,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0.6666666666666666,0.3333333333333333,0.25,0.3333333333333333,504,18,No,airpods,,Other (please specify below):,the range of notes and mostly the beginning and end,,,SONA for course credit,chinese,Yes,Female,,2.0,0,No,,Strongly Agree,Agree,I closed my eyes and tried to listen very hard,2021-03-22 07:20:26,40713
502,SSS0539,0 2 4 7 9,True,AAAAAAABBAAAABAAAAA,-0.9869275424396533,19,10,0.5,17843.149999992922,14072.305000000633,21870.23499999568,13853.810000000522,0.7765633849201902,1.6,2.6,0.0,0.0,-7797.929999995045,0.6434455322498096,10.0,9.0,1.0,16.0,3.0,1.0,16.0,3.0,1.0,20.0,20.0,20.0,19.0,0.5,0.45,0.05,0.8,0.15,0.05,0.8,0.15,0.05,0.5263157894736842,0.47368421052631576,0.04999999999999999,0.05263157894736842,505,20,No,speaker,middle school,Other (please specify below):,,,,SONA for course credit,chinese,No,Female,,5.0,1,"Yes, but not so well",piano ,Agree,Neither Agree nor Disagree,,2021-04-09 14:08:55,41093
503,SSS0540,0 2 4 7 9,True,BBBBBAABBBABAAB,-0.40583972495671405,15,11,0.05923461914062499,4923.039999994449,4982.630000012927,1140.4574999907054,0.0,0.7890057620063211,1.4666666666666666,2.466666666666667,0.0,0.0,3842.1725000222214,4.368974731678764,11.0,4.0,0.0,5.0,10.0,0.0,5.0,10.0,0.0,15.0,15.0,15.0,15.0,0.7333333333333333,0.26666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.7333333333333333,0.26666666666666666,0.4666666666666666,0.4666666666666666,506,20,No,in ear headphones,13,English,,,,SONA for course credit,,No,Female,,5.0,1,"Yes, but not so well",clarient,Agree,Agree,try to remember,2020-10-20 18:32:34,40245
504,SSS0541,0 2 4 7 9,True,BABABBBBABBBBABA,1.2949836261035153,16,8,0.5981903076171875,2927.994999976363,1802.2525000269525,3399.6674999943934,0.0,0.769439023147783,1.8125,2.625,0.0,0.0,-1597.414999967441,0.5301261079296504,8.0,8.0,0.0,5.0,11.0,0.0,5.0,11.0,0.0,16.0,16.0,16.0,16.0,0.5,0.5,0.0,0.3125,0.6875,0.0,0.3125,0.6875,0.0,0.5,0.5,0.0,0.0,507,18,No,JBL headphones,,English,,,,SONA for course credit,,No,Female,,1.0,0,No,,Strongly Agree,Strongly Disagree,listen to tone,2020-10-20 18:19:12,39893
505,SSS0542,0 2 4 7 9,True,AABBBABBABABBB,0.34876557585373114,14,8,0.395263671875,2803.117499999469,1511.077499999432,3560.6074999996927,6067.497500000289,0.7714905106839595,1.2222222222222223,2.8333333333333335,0.0,0.0,-2049.5300000002608,0.4243875518432072,8.0,6.0,4.0,5.0,9.0,4.0,5.0,9.0,4.0,18.0,18.0,18.0,14.0,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.2777777777777778,0.5,0.2222222222222222,0.2777777777777778,0.5,0.2222222222222222,0.5714285714285714,0.42857142857142855,0.1111111111111111,0.14285714285714285,508,20,Yes,ear phones in ear ,middle school,Other (please specify below):,,,,SONA for course credit,Korean,No,Female,3 ,4.0,1,"Yes, I do alright",guitar and a little piano,Agree,Strongly Agree,high vs low notes ,2020-10-20 18:25:33,40233
506,SSS0543,0 2 4 7 9,True,ABABBAAAB,0.4016096644512493,9,4,0.74609375,1527.004999996163,823.6925000092015,2288.1300000008196,2016.8899999987334,0.7809438040378773,2.0,3.0,0.0,0.0,-1464.437499991618,0.35998500959687885,4.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,12.0,12.0,12.0,9.0,0.3333333333333333,0.4166666666666667,0.25,0.4166666666666667,0.3333333333333333,0.25,0.4166666666666667,0.3333333333333333,0.25,0.4444444444444444,0.5555555555555556,-0.08333333333333337,-0.11111111111111116,509,19,No,airpods 2,12,Other (please specify below):,tone,,,SONA for course credit,mandarin chinese,Yes,Female,,5.0,1,"Yes, but not so well",piano,Strongly Agree,Neither Agree nor Disagree,tone,2020-10-20 19:08:34,39907
507,SSS0544,0 2 4 7 9,True,AAABBAAAABAA,-0.4178554470186725,12,6,0.61279296875,1273.4199999901466,1273.4199999901466,1466.6900000011083,512.4374999941792,0.7728266041035723,2.0625,3.125,0.0,0.0,-193.27000001096167,0.8682270963797287,6.0,6.0,4.0,9.0,3.0,4.0,9.0,3.0,4.0,16.0,16.0,16.0,12.0,0.375,0.375,0.25,0.5625,0.1875,0.25,0.5625,0.1875,0.25,0.5,0.5,0.0,0.0,510,,No,,7,Other (please specify below):,,,,SONA for course credit,cHINESE,No,Male,,3.0,2-3,No,,Agree,Neither Agree nor Disagree,,2020-10-20 18:41:53,39658
508,SSS0545,0 2 4 7 9,True,ABABBAABABABABAAAB,2.02419345788133,18,9,0.5927352905273438,4055.110000007786,3433.2199999913573,5209.069999996573,0.0,0.7716753043320135,1.5,3.2222222222222223,0.0,0.0,-1775.8500000052154,0.659085019013685,9.0,9.0,0.0,10.0,8.0,0.0,10.0,8.0,0.0,18.0,18.0,18.0,18.0,0.5,0.5,0.0,0.5555555555555556,0.4444444444444444,0.0,0.5555555555555556,0.4444444444444444,0.0,0.5,0.5,0.0,0.0,511,18,No,in-ear headphones,11-15,English,,,,SONA for course credit,,No,Female,,5.0,4-5,"Yes, I do alright",saxophone,Strongly Agree,Strongly Agree,see if option 1 was similar to the melody if it was different I just assumed that was the more different one,2020-10-20 21:47:01,39827
509,SSS0546,0 2 4 7 9,True,BBBBBBBAABAABB,-1.1908743922772957,14,9,0.21197509765625,1215.3849999886006,438.3899999083951,2718.5750000644475,2262.4300000607036,0.7863621069883203,2.4,2.2,0.0,0.0,-2280.1850001560524,0.16125727629291173,9.0,5.0,6.0,4.0,10.0,6.0,4.0,10.0,6.0,20.0,20.0,20.0,14.0,0.45,0.25,0.3,0.2,0.5,0.3,0.2,0.5,0.3,0.6428571428571429,0.35714285714285715,0.2,0.28571428571428575,512,21,No,headphones in ear,8-12,English,,,,SONA for course credit,,No,Male,,8.0,4-5,"Yes, I do alright",piano,Strongly Agree,Neither Agree nor Disagree,general feel,2021-04-09 21:15:56,40875
510,SSS0547,0 2 4 7 9,True,BBBBBBBBBBBBBBBBBB,0.0,18,9,0.5927352905273438,3562.462500005262,1953.0250000236556,3587.295000004582,4196.075000014156,0.7977650534444013,1.6,3.1,0.0,0.0,-1634.2699999809265,0.5444283227393234,9.0,9.0,2.0,0.0,18.0,2.0,0.0,18.0,2.0,20.0,20.0,20.0,18.0,0.45,0.45,0.1,0.0,0.9,0.1,0.0,0.9,0.1,0.5,0.5,0.0,0.0,513,19,No,,,Other (please specify below):,,,,SONA for course credit,chinese,No,Female,,0.0,0,No,,Strongly Agree,Strongly Agree,,2021-03-21 22:00:04,39929
511,SSS0548,0 2 4 7 9,True,AABBABAABABBAABAAAA,0.5899445023218287,19,8,0.8203582763671875,3098.180000000866,4040.4400000006426,2668.0849999976344,1263.1499999989755,0.7847326247589662,1.15,2.4,0.0,0.0,1372.3550000030082,1.5143595500159197,8.0,11.0,1.0,12.0,7.0,1.0,12.0,7.0,1.0,20.0,20.0,20.0,19.0,0.4,0.55,0.05,0.6,0.35,0.05,0.6,0.35,0.05,0.42105263157894735,0.5789473684210527,-0.15000000000000002,-0.1578947368421053,514,20,No,in-ear ,14-18,Other (please specify below):,,,,SONA for course credit,Chinese,No,Female,,3.0,4-5,"Yes, but not so well",oboe,Agree,Neither Agree nor Disagree,tone,2021-03-21 21:46:53,40737
512,SSS0549,0 2 4 7 9,True,AABAAAAAABA,0.8432740427115671,11,3,0.96728515625,2364.9000000003725,1479.6849999981932,2514.6850000016857,3174.482500005979,0.8243459555922562,1.8666666666666667,2.8,0.0,0.0,-1035.0000000034925,0.5884176348119948,3.0,8.0,4.0,9.0,2.0,4.0,9.0,2.0,4.0,15.0,15.0,15.0,11.0,0.2,0.5333333333333333,0.26666666666666666,0.6,0.13333333333333333,0.26666666666666666,0.6,0.13333333333333333,0.26666666666666666,0.2727272727272727,0.7272727272727273,-0.3333333333333333,-0.4545454545454546,515,19,No,in ear,10-17,English,,,,SONA for course credit,,No,Female,,4.0,4-5,"Yes, but not so well","violin, piano",Agree,Disagree,none,2020-10-20 20:37:51,39754
513,SSS0550,0 2 4 7 9,True,AAABBABBAABABA,0.6502032202644622,14,9,0.21197509765625,2210.134999942966,2179.7399999340996,2290.919999941252,0.0,0.760408122461671,1.4285714285714286,2.2857142857142856,0.0,0.0,-111.18000000715256,0.9514692787133537,9.0,5.0,0.0,8.0,6.0,0.0,8.0,6.0,0.0,14.0,14.0,14.0,14.0,0.6428571428571429,0.35714285714285715,0.0,0.5714285714285714,0.42857142857142855,0.0,0.5714285714285714,0.42857142857142855,0.0,0.6428571428571429,0.35714285714285715,0.28571428571428575,0.28571428571428575,516,19,No,,14,Other (please specify below):,,,,SONA for course credit,Chinese,No,Male,,2.0,1,No,,Agree,Strongly Agree,,2020-10-20 20:48:23,39832
514,SSS0551,0 2 4 7 9,True,ABBBBBBBBABABBBBA,-0.0841034267062357,17,11,0.1661529541015625,721.7450000024401,659.955000010319,662.9499999980908,1102.2299999897368,0.7838386211146612,2.15,2.95,0.0,0.0,-2.9949999877717346,0.9954823139184247,11.0,6.0,3.0,4.0,13.0,3.0,4.0,13.0,3.0,20.0,20.0,20.0,17.0,0.55,0.3,0.15,0.2,0.65,0.15,0.2,0.65,0.15,0.6470588235294118,0.35294117647058826,0.25000000000000006,0.29411764705882354,517,19,No,over the ear beats,10-13,English,,,,SONA for course credit,,No,Male,,3.0,4-5,"Yes, but not so well","Clarinet, and Guitar",Strongly Agree,Agree,justening for notes that sounded out of place,2021-03-21 22:06:04,40430
515,SSS0552,0 2 4 7 9,True,AABBBBBABBAABAB,-0.11200358417204077,15,9,0.30361938476562494,2062.3025000004563,2019.050000000745,1655.6124999998137,2431.8000000002794,0.7728934656936743,1.85,2.75,0.0,0.0,363.4375000009313,1.2195184561610717,9.0,6.0,5.0,6.0,9.0,5.0,6.0,9.0,5.0,20.0,20.0,20.0,15.0,0.45,0.3,0.25,0.3,0.45,0.25,0.3,0.45,0.25,0.6,0.4,0.15000000000000002,0.19999999999999996,518,18,No,In ear airpod headphones,6,English,,,,SONA for course credit,,No,Female,,7.0,2-3,"Yes, but not so well",2,Agree,Agree,I listen to similar notes and a specific rhythm ,2021-03-21 23:02:16,40597
516,SSS0553,0 2 4 7 9,False,BBBABBBBB,0.534522483824849,9,7,0.08984375,1104.7650000546128,1014.0899999532849,4648.14749994548,1153.2200000947341,0.7715330142440158,2.1,2.05,0.0,0.0,-3634.0574999921955,0.21817078738684162,7.0,2.0,11.0,1.0,8.0,11.0,1.0,8.0,11.0,20.0,20.0,20.0,9.0,0.35,0.1,0.55,0.05,0.4,0.55,0.05,0.4,0.55,0.7777777777777778,0.2222222222222222,0.24999999999999997,0.5555555555555556,519,19,No,My regular speakers on the mac laptop.,,English,"When I heard a specific pitch, I checked for the number of times I heard that specific pitch.",,,SONA for course credit,,Yes,Female,,1.0,0,No,,Neither Agree nor Disagree,Strongly Agree,I tried concentrating and counting when the notes got higher and lower and seeing if the options afterwards matched.,2021-03-21 23:45:06,40567
517,SSS0554,0 2 4 7 9,True,BBBBAABBABBABA,0.34876557585373114,14,9,0.21197509765625,1408.3549999995157,571.1149999992922,4416.89000000013,3688.4099999954924,0.7749150159711491,1.1764705882352942,3.1176470588235294,0.0,0.0,-3845.775000000838,0.12930251828759043,9.0,5.0,3.0,5.0,9.0,3.0,5.0,9.0,3.0,17.0,17.0,17.0,14.0,0.5294117647058824,0.29411764705882354,0.17647058823529413,0.29411764705882354,0.5294117647058824,0.17647058823529413,0.29411764705882354,0.5294117647058824,0.17647058823529413,0.6428571428571429,0.35714285714285715,0.23529411764705882,0.28571428571428575,520,19,No,headphones,7-9,Other (please specify below):,,,,SONA for course credit,French/Haitian Creole,No,Female,,7.0,2-3,"Yes, but not so well",piano,Agree,Disagree,none,2020-10-20 22:19:57,40127
518,SSS0556,0 2 4 7 9,False,BBAABBBBBBBBBAABB,-1.5138616807122478,17,8,0.6854705810546875,2006.8500000052154,1425.0000000465661,2309.9650000222027,2226.3900000834838,0.7818276146812819,2.25,2.5,0.0,0.0,-884.9649999756366,0.6168924637528574,8.0,9.0,3.0,4.0,13.0,3.0,4.0,13.0,3.0,20.0,20.0,20.0,17.0,0.4,0.45,0.15,0.2,0.65,0.15,0.2,0.65,0.15,0.47058823529411764,0.5294117647058824,-0.04999999999999999,-0.05882352941176472,521,20,No,computer speaker,primary school,English,,,,SONA for course credit,,No,Male,,1.0,4-5,"Yes, I do alright",trumpet,Neither Agree nor Disagree,Agree,none,2021-03-22 00:30:35,40540
519,SSS0557,0 2 4 7 9,False,BBABAAAAA,-0.8164965809277261,9,5,0.5,2161.0699999998324,1451.625,2793.1724999998696,2184.7450000001118,0.7943912005304679,1.6,2.95,0.0,0.0,-1341.5474999998696,0.5197047443364374,5.0,4.0,11.0,6.0,3.0,11.0,6.0,3.0,11.0,20.0,20.0,20.0,9.0,0.25,0.2,0.55,0.3,0.15,0.55,0.3,0.15,0.55,0.5555555555555556,0.4444444444444444,0.04999999999999999,0.11111111111111116,522,21,No,i use the cheapest 1 dollar wish headphone no clue what it is,none,Other (please specify below):,,,,SONA for course credit,korean,No,Male,,5.0,0,"Yes, I do alright","guitar, piano",Neither Agree nor Disagree,Neither Agree nor Disagree,just sound tune,2021-03-22 01:57:35,40530
520,SSS0558,0 2 4 7 9,True,BABAAAABBBABBBABAAAA,-0.41793304320263197,20,15,0.020694732666015625,1706.6275000106543,1641.910000005737,2322.3799999980256,0.0,0.7757543106806779,1.45,2.0,0.0,0.0,-680.4699999922886,0.7069945486988058,15.0,5.0,0.0,11.0,9.0,0.0,11.0,9.0,0.0,20.0,20.0,20.0,20.0,0.75,0.25,0.0,0.55,0.45,0.0,0.55,0.45,0.0,0.75,0.25,0.5,0.5,523,18,No,in-ear headphones,5-17,English,,,,SONA for course credit,,No,Female,,4.0,9+,"Yes, I do alright",piano,Strongly Agree,Agree,pitch of the notes,2021-03-22 02:09:23,40444
521,SSS0559,0 2 4 7 9,True,AAAAAAAAAAAAAAAA,0.0,16,9,0.4018096923828125,1543.4174999974202,1442.2799999886192,6563.374999998137,0.0,0.7769631472025658,1.75,2.8125,0.0,0.0,-5121.095000009518,0.21974670043826972,9.0,7.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,16.0,16.0,16.0,0.5625,0.4375,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5625,0.4375,0.125,0.125,524,20,No,,,Other (please specify below):,,,,SONA for course credit,,No,Female,,5.0,2-3,"Yes, but not so well",,Strongly Agree,Strongly Agree,,2020-10-20 23:47:28,39731
