StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q16,Q17,Q14,Q18,Q3_NPS_GROUP,Q3,Q4,Q13,Q5,Q6,Q9,Q19,Q15,Q10,Q20,Q11,Q8_1,Q8_2,Q16,sub,sona,Q15 - Parent Topics,Q15 - Topics,Q9 - Parent Topics,Q9 - Topics
2020-09-19 18:09:30,2020-09-19 18:11:40,IP Address,68.173.228.48,100,129,True,2020-09-19 18:11:40,R_3EcCrVsMne5Ozco,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,21,Female,SONA for course credit,,Other (please specify below):,French,Passive,7,9+,6-18,"Yes, I do alright",Piano,"listening attentively ",No,,No,,"Over-the-ear headphones ",Agree,Neither Agree nor Disagree,Agree,SSS0094,40077,,,,Unknown
2020-09-19 18:14:51,2020-09-19 18:15:47,IP Address,207.237.47.236,100,56,True,2020-09-19 18:15:47,R_BDKAvAEv3FIMMq5,,,,,40.7364044189453125,-73.86949920654296875,anonymous,EN,20,Male,SONA for course credit,,English,,Detractor,2,0,,No,,Just listening and gut feeling,No,,No,,,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0105,38929,,,,Unknown
2020-09-19 18:17:48,2020-09-19 18:19:03,IP Address,179.235.100.177,100,75,True,2020-09-19 18:19:03,R_3k1YSVeb4A7qVMf,,,,,-23.4120025634765625,-46.4434967041015625,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,portuguese,Detractor,6,2-3,10-14,"Yes, but not so well",piano and guitar,n/a,No,,No,,headphones,Strongly Agree,Disagree,Agree,SSS0104,39959,,,,Unknown
2020-09-19 18:19:55,2020-09-19 18:22:31,IP Address,74.72.151.169,100,155,True,2020-09-19 18:22:31,R_3Orj2kFQz5eHGRC,,,,,40.730804443359375,-73.99749755859375,anonymous,EN,19,Male,SONA for course credit,,Spanish,,Detractor,4,4-5,13-17,"Yes, I do alright","guitar, bass, saxophone",visualizing the notes,Yes,the beginnings and ends of the melodies and using any noticeable patterns (octaves),No,,"sony earbuds, in-ear, ",Strongly Agree,Agree,Agree,SSS0102,39693,,Unknown,,Unknown
2020-09-19 18:22:39,2020-09-19 18:24:28,IP Address,104.32.57.35,100,109,True,2020-09-19 18:24:28,R_3mZaHQ3qkuAcoc9,,,,,33.889007568359375,-118.3470001220703125,anonymous,EN,20,Male,SONA for course credit,,Other (please specify below):,"chinese ",Detractor,6,4-5,"from around 4 to 7, and 9 to 11","Yes, I do alright",piano,none,No,,No,,"Yes ",Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,SSS0101,39512,,,,Unknown
2020-09-19 18:35:48,2020-09-19 18:43:01,IP Address,68.173.0.61,100,433,True,2020-09-19 18:43:01,R_111TozInFl2a0lk,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Chinese,Passive,7,6-8,4--16,"Yes, I am near professional","Guzheng, Guitar, Piano",If there is # and b notes in the melodies; the interval.,Yes,"There is usually only one note changed, and there is usually half note interval.",Yes,"in the blocks 4-6, i found there are a lot of # and b notes so it would be hard for me to tell which particular note is different. I did not find a very useful strategy but I was trying to remember the approximate interval between each note. ",In-ear,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0113,40022,,Unknown,,Unknown
2020-09-19 18:46:51,2020-09-19 18:50:41,IP Address,69.113.153.21,100,229,True,2020-09-19 18:50:41,R_Y050isG6Mk1bobL,,,,,40.6739044189453125,-73.93579864501953125,anonymous,EN,20,Female,SONA for course credit,,English,,Passive,8,4-5,12-17,"Yes, I do alright",Piano and guitar,Trying to remember the placement and repetition of the same note (usually the highest or lowest one),No,,Yes,I was very disoriented at the beginning and then I started trying to hold onto one note (usually highest or lowest) and just track that. I also started to pay attention to key and if the original melody sounded like it stayed in the same major or minor key then I could track if it changed in the next two.,"in ear earphones (Apple, plug in) ",Strongly Agree,Strongly Agree,Agree,SSS0103,39534,,,,Unknown
2020-09-19 19:30:29,2020-09-19 19:31:52,IP Address,76.116.153.98,100,82,True,2020-09-19 19:31:53,R_2fGIB3uhBD7thne,,,,,40.7339935302734375,-74.071197509765625,anonymous,EN,19,Male,SONA for course credit,,Other (please specify below):,Chinese,Detractor,3,1,17,No,,pitch of sound,Yes,pitch,No,,,Strongly Agree,Agree,Agree,SSS0129,39832,,Unknown,,Unknown
2020-09-19 20:16:36,2020-09-19 20:19:26,IP Address,216.165.95.157,100,169,True,2020-09-19 20:19:26,R_1kZerFe76ZCDeU4,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Male,SONA for course credit,,Other (please specify below):,Russian,Detractor,2,6-8,7-13,No,,,Yes,In different pitches,No,,In ear airpods,Strongly Agree,Strongly Agree,Agree,SSS0137,39767,,Unknown,,
2020-09-19 20:50:26,2020-09-19 20:54:13,IP Address,216.165.95.174,100,226,True,2020-09-19 20:54:13,R_UQlUKzmVccNqCiZ,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Passive,7,9+,3 years until 17 years old,"Yes, I do alright",Violin,"Patterns, listening for dissonant notes or notes that didn't match the general note ""theme"", listening for the big jumps",Yes,"Big jumps between notes, dissonant notes, notes that didn't ""belong""",Yes,"Towards the beginning, I tried listening for patterns unless a specific note jumped out; by the second-to-last block and the last block I was mainly listening for dissonant notes or notes that didn't belong","Over the ear, Bose Noise-cancelling headphones",Agree,Strongly Agree,Agree,SSS0146,36099,,Unknown,,Unknown
2020-09-19 21:20:19,2020-09-19 21:26:01,IP Address,73.252.160.186,100,341,True,2020-09-19 21:26:02,R_sjnYm1cwaLEuCf7,,,,,37.3860015869140625,-122.014404296875,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,5,4-5,"7-9, 18-19","Yes, but not so well",violin,memory,Yes,"peaks in melody, the first and last notes",Yes,"block 3 or 4, i just started basing off gut instinct",in-ear headphones/earbuds,Agree,Agree,Agree,SSS0147,37857,,Unknown,,Unknown
2020-09-19 22:02:42,2020-09-19 22:06:06,IP Address,76.174.184.229,100,204,True,2020-09-19 22:06:06,R_3JJJBqmZpcxfo6b,,,,,33.9705047607421875,-118.4308013916015625,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,7,0,,No,,,Yes,"Though i am not musically experienced, I often notice the shifts in songs. For example how the music changes when reaching the chorus orbridge. ",No,,through airpods (newest version),Agree,Agree,Agree,SSS0096,40000,,Unknown,,
2020-09-19 22:14:09,2020-09-19 22:16:48,IP Address,216.165.95.136,100,158,True,2020-09-19 22:16:48,R_2WTDWgcgDSzL9d8,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,6,9+,5-14,"Yes, I do alright","Piano, Ukulele",I tried to follow how the patterns in terms of how high or low the notes were.,Yes,"The beginning of Options 1 and 2 always sounded the same as the test melody, so I focused on the latter parts of the melodies.",No,,"In-ear headphones, Airpod Pro (most recent version)",Strongly Agree,Neither Agree nor Disagree,Agree,SSS0097,40156,,Unknown,,Unknown
2020-09-19 22:34:52,2020-09-19 22:37:56,IP Address,98.7.110.37,100,184,True,2020-09-19 22:37:57,R_5jsupjA3VB04tsR,,,,,40.7512969970703125,-73.82440185546875,anonymous,EN,17,Female,SONA for course credit,,Spanish,,Detractor,5,0,,"Yes, I do alright","clarinet and trombone ","beat ",Yes,"pitch of the note ",Yes,"around block 4 is when I memorized the beginning and ending of the test melody to compare to the optional melodies ","earbuds in both ears ",Agree,Neither Agree nor Disagree,Agree,SSS0007,39646,,Unknown,,Unknown
2020-09-20 02:16:11,2020-09-20 02:19:36,IP Address,24.46.223.90,100,204,True,2020-09-20 02:19:36,R_20M8H2vqRX0j3xa,,,,,40.6649932861328125,-73.952301025390625,anonymous,EN,21,Female,SONA for course credit,,Other (please specify below):,Chinese,Passive,7,9+,4-21,"Yes, I am a professional","Guzheng, guitar, piano, snare drum",n/a,Yes,some notes shift between major and minor keys,Yes,pitches shift between going up and going down,in-ear headphones,Strongly Agree,Strongly Agree,Agree,SSS0149,36225,,Unknown,,Unknown
2020-09-20 02:36:57,2020-09-20 02:39:19,IP Address,216.165.95.190,100,142,True,2020-09-20 02:39:20,R_2az3diQ16u7qbzN,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,Mandarin,Detractor,3,6-8,5-13,"Yes, but not so well",Violin,hum the first melody,Yes,minor / major key,No,,in ear apple wire earbuds,Strongly Agree,Strongly Agree,Agree,SSS0145,39899,,Unknown,,Unknown
2020-09-20 05:00:21,2020-09-20 05:02:41,IP Address,207.38.231.81,100,140,True,2020-09-20 05:02:41,R_2AWrQXHIjPtjncS,,,,,40.760894775390625,-73.9114990234375,anonymous,EN,22,Male,SONA for course credit,,Other (please specify below):,Chinese,Promoter,9,4-5,6-10,"Yes, I do alright",percussion,the end pitches,No,,No,,speakers,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0150,39654,,,,Unknown
2020-09-20 05:09:34,2020-09-20 05:11:24,IP Address,111.251.82.124,100,109,True,2020-09-20 05:11:24,R_3ENqv2pODkQnCQ9,,,,,25.0399932861328125,121.473297119140625,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,Mandarin,Passive,7,4-5,10,"Yes, I do alright","violin, piano",the notes,No,,No,,"headphones, over-the-ear",Strongly Agree,Agree,Agree,SSS0152,39533,,,,Unknown
2020-09-20 05:54:47,2020-09-20 05:56:05,IP Address,83.32.193.80,100,77,True,2020-09-20 05:56:05,R_umnlyT4MV2jtWGl,,,,,40.41650390625,-3.702606201171875,anonymous,EN,20,Female,SONA for course credit,,Spanish,,Detractor,3,0,,No,,if it was on/off tone,Yes,"the tone ",No,,"airpods, the first version w/o the sound proof feature ",Strongly Agree,Agree,Agree,SSS0154,36152,,Unknown,,Unknown
2020-09-20 14:31:55,2020-09-20 14:35:26,IP Address,49.204.229.134,100,211,True,2020-09-20 14:35:26,R_2gcktzBMMHJDcgF,,,,,17.6800994873046875,83.20159912109375,anonymous,EN,17,Female,SONA for course credit,,,,Detractor,4,0,,"Yes, but not so well","Piano, violin",,No,,No,,airpods (in ear),Strongly Agree,Agree,Agree,SSS0159,39905,,,,
2020-09-20 16:29:06,2020-09-20 16:31:50,IP Address,24.187.90.192,100,163,True,2020-09-20 16:31:50,R_2VR3nFslqQfiX4k,,,,,40.63720703125,-73.9037017822265625,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,5,2-3,,"Yes, but not so well",piano,"I serached for ""off"" tones",Yes,i was generally more in tune with melodies i found more rhythmically  pleasing.,No,,Speakers,Strongly Agree,Disagree,Agree,SSS0160,39559,,Unknown,,Unknown
2020-09-20 20:19:27,2020-09-20 20:23:13,IP Address,96.230.38.37,100,225,True,2020-09-20 20:23:13,R_1mOVHFEhXp5kNTY,,,,,42.72869873046875,-71.18340301513671875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,5,4-5,8-13,"Yes, but not so well","clarinet, piano",,Yes,sometimes the key of a certain note seemed different.,No,,in-ear,Strongly Disagree,Agree,Agree,SSS0163,39543,,Unknown,,
2020-09-20 20:34:29,2020-09-20 20:40:28,IP Address,98.113.33.246,100,359,True,2020-09-20 20:40:29,R_3KD4T6WqnlBhP5E,,,,,40.763702392578125,-73.769500732421875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,5,0,,No,,"I didn't really have any general strategy. If anything, I was probably noticing changes in pitch, which have nothing to do with changes in melody. ",Yes,Changes in pitch.,No,,"In-ear headphones. Airpod pros with noise-cancellation turned on. ",Strongly Agree,Agree,Agree,SSS0161,39585,,Unknown,,Unknown
2020-09-20 22:37:57,2020-09-20 22:39:39,IP Address,72.225.207.171,100,101,True,2020-09-20 22:39:39,R_ZrtuXaSALDbbl3H,,,,,40.8123016357421875,-73.96820068359375,anonymous,EN,21,Female,SONA for course credit,,English,,Detractor,6,2-3,14-16,"Yes, I do alright","Violin, ukulele",none,Yes,On whether they went up or down a scale,No,,"headphones (earbuds, Bose)",Strongly Agree,Neither Agree nor Disagree,Agree,SSS0114,36281,,Unknown,,Unknown
2020-09-21 06:26:27,2020-09-21 06:29:55,IP Address,216.165.99.23,100,207,True,2020-09-21 06:29:56,R_3NVPZ6AOdgKoukf,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Chinese,Passive,8,6-8,4-12,"Yes, I do alright",piano,"just listen, I am sensitive to most absonant notes.",No,,Yes,"block 4. I started not to pay close attention to each notes. Instead, I payed attention to the melody as whole.","in-ear headphones. ",Strongly Agree,Agree,Agree,SSS0166,37143,,,,Unknown
2020-09-21 12:30:05,2020-09-21 12:31:38,IP Address,216.165.95.155,100,93,True,2020-09-21 12:31:38,R_2pWPVHJgl1QE4ne,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Passive,7,2-3,8-10,"Yes, I do alright",piano,none,Yes,changes in pitch,No,,headphones,Strongly Agree,Disagree,Agree,SSS0168,39641,,Unknown,,Unknown
2020-09-21 12:38:24,2020-09-21 12:39:07,IP Address,216.165.95.176,100,43,True,2020-09-21 12:39:07,R_4SjjmrE4u9jxi2B,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,21,Male,SONA for course credit,,English,,Detractor,5,0,,No,,,No,,No,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,SSS0167,37127,,,,
2020-09-21 12:51:50,2020-09-21 12:55:48,IP Address,68.173.0.61,100,238,True,2020-09-21 12:55:48,R_PXxZU4fi2QMlwaJ,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,CHINESE,Passive,7,6-8,Playing Guzheng grom 4 - 16,"Yes, I am near professional","Guzheng, Guitar, Piano","If i notice that there is a different note in the first comparative melody, I would focus more on the same note in the second to see it goes as i expected. If yes, I would sure the first one is different.",Yes,"In the middle sections, the # and b notes are a lot ",Yes,"For those which have many # or b notes, its hard to notice the difference ",in ear,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0171,40022,,Unknown,,Unknown
2020-09-21 12:56:29,2020-09-21 12:57:47,IP Address,73.177.203.100,100,77,True,2020-09-21 12:57:47,R_3esthkx0vEUjohK,,,,,39.1876068115234375,-78.185699462890625,anonymous,EN,19,Female,SONA for course credit,,English,,Promoter,10,9+,3-14,"Yes, I do alright",piano and violin,listened for notes that really stuck out,Yes,"there were certain notes that stuck out ",No,,apple airpods,Strongly Agree,Strongly Disagree,Agree,SSS0176,39714,,Unknown,,Unknown
2020-09-21 13:08:45,2020-09-21 13:10:20,IP Address,216.165.95.154,100,95,True,2020-09-21 13:10:22,R_1GQtNjxlDQrQ4l3,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,21,Female,SONA for course credit,,English,,Detractor,4,2-3,13-16,"Yes, but not so well",Trombone,No,No,,No,,headphones (In-ear),Agree,Agree,Agree,SSS0170,40108,,,,Unknown
2020-09-21 13:22:48,2020-09-21 13:27:07,IP Address,58.142.212.148,100,258,True,2020-09-21 13:27:08,R_2yeARv2V9unPp3R,,,,,37.602996826171875,127.011505126953125,anonymous,EN,24,Male,SONA for course credit,,Other (please specify below):,Korean,Detractor,2,1,7-8,"Yes, but not so well","Piano, Cello",,Yes,"if I thought the melody has certain pattern, I tried to find the difference in that pattern between the two choices",No,,,Agree,Agree,Agree,SSS0179,40178,,Unknown,,
2020-09-21 14:01:43,2020-09-21 14:03:23,IP Address,100.12.57.6,100,100,True,2020-09-21 14:03:24,R_2V4NbaGokeQumag,,,,,40.6757965087890625,-73.8162994384765625,anonymous,EN,20,Male,SONA for course credit,,English,,Detractor,1,0,,No,None,i looked at both high and low notes to see if there were any small tweaks between melodies,Yes,the keys,No,,Headphones (Airpods),Agree,Neither Agree nor Disagree,Agree,SSS0185,39508,,Unknown,,Unknown
2020-09-21 14:19:30,2020-09-21 14:20:45,IP Address,173.93.136.8,100,74,True,2020-09-21 14:20:45,R_2vjNEoZUD0gV1Hv,,,,,33.54620361328125,-79.0428009033203125,anonymous,EN,20,Female,Other,nyu,Other (please specify below):,chinese,Detractor,1,1,10,"Yes, but not so well",piano,crescendo and decresendo,No,,No,,headphones,Agree,Disagree,Agree,SSS0093,40173,,,,Unknown
2020-09-21 14:43:15,2020-09-21 14:44:51,IP Address,216.165.95.136,100,95,True,2020-09-21 14:44:51,R_2tqZeyYavhTUK1m,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,2,4-5,8-12,"Yes, but not so well",Piano,"None. ",Yes,"I listened for any notes that sounded different or dissonant. ",No,,"I used Apple airpods, or in-ear headphones. ",Strongly Agree,Neither Agree nor Disagree,Agree,SSS0100,40170,,Unknown,,Unknown
2020-09-21 15:03:00,2020-09-21 15:03:49,IP Address,72.69.109.19,100,48,True,2020-09-21 15:03:49,R_1MTbWEcWxmLJumB,,,,,40.5977935791015625,-74.00009918212890625,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,1,0,,No,,N/A,No,,No,,in - ear headphones,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0138,40011,,,,Unknown
2020-09-21 15:36:34,2020-09-21 15:38:05,IP Address,124.61.73.40,100,90,True,2020-09-21 15:38:06,R_3ipYA7253zHMFvK,,,,,37.4951019287109375,127.06280517578125,anonymous,EN,22,Male,SONA for course credit,,Other (please specify below):,Korean,Detractor,2,0,,"Yes, but not so well",Drum,I look for at least one melody differences,No,,No,,in-ear,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,SSS0007,39940,,,,Unknown
2020-09-21 15:52:54,2020-09-21 15:55:31,IP Address,74.66.80.124,100,156,True,2020-09-21 15:55:33,R_2qxtuepbXz6aDxR,,,,,40.7960968017578125,-73.95130157470703125,anonymous,EN,21,Male,SONA for course credit,,Other (please specify below):,German,Detractor,6,2-3,,"Yes, I do alright",Flute,I tried to judge by the ending notes,No,,No,,"Yes, air pods",Agree,Strongly Agree,Agree,SSS0195,40138,,,,Unknown
2020-09-21 16:33:48,2020-09-21 16:35:42,IP Address,207.172.164.148,100,113,True,2020-09-21 16:35:42,R_SZfGPEDYNjiP3gt,,,,,40.7429046630859375,-73.93920135498046875,anonymous,EN,21,Female,SONA for course credit,,Other (please specify below):,Korean,Passive,8,9+,7-16,"Yes, I do alright",the piano,instinct,Yes,different note or key,No,,"yes , in-ear ",Strongly Agree,Disagree,Agree,SSS0180,36732,,Unknown,,Unknown
2020-09-21 16:56:57,2020-09-21 17:00:41,IP Address,216.165.95.169,100,224,True,2020-09-21 17:00:41,R_3s0pegiVXEV7pnF,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Cantonese,Promoter,10,9+,around 4 years old,"Yes, I am near professional","Piano, flute, guzheng, voice",occurrence of dissonance and chromatics,Yes,"The melodies from the last block are mostly consonance and stepwise, making it easier to grasp the gist of the original melody.",No,,earphones,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0198,37861,,Unknown,,Unknown
2020-09-21 17:30:00,2020-09-21 17:33:06,IP Address,216.165.95.160,100,185,True,2020-09-21 17:33:06,R_VWNnQ832f3H5Obn,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,6,1,8,"Yes, but not so well",piano,I nodded my head along to the test melody (up or down for pitch) and then tried to see which pattern matched most in the other options,No,,No,,I listened using Apple Airpods gen 1 (earbuds),Strongly Agree,Agree,Agree,SSS0200,37119,,,,Unknown
2020-09-21 20:10:28,2020-09-21 20:11:57,IP Address,67.254.142.132,100,89,True,2020-09-21 20:11:58,R_3ni19TsAcNgLpvD,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,0,0,,No,,i didnt have one. I Just listened to them.,No,,No,,"headphones ",Agree,Strongly Agree,Agree,SSS0217,36888,,,,Unknown
2020-09-21 20:25:53,2020-09-21 20:30:29,IP Address,72.227.146.245,100,276,True,2020-09-21 20:30:30,R_4PccCsfS3ypmg3n,,,,,40.7465057373046875,-73.90899658203125,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,3,0,,No,,I just tried listening if certain notes sounded higher or lower than the test melody.,Yes,I noticed that some notes would be higher or lower than the test melody and I feel as though it was easier to discern the if there are an extra lower note that wasn't in the test melody.,No,,"I used Apple airpods in ear headphones. ",Strongly Agree,Strongly Agree,Agree,SSS0220,39738,,Unknown,,Unknown
2020-09-21 21:12:52,2020-09-21 21:16:38,IP Address,173.56.86.111,100,225,True,2020-09-21 21:16:39,R_PXTF1LeaVa1qSyt,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,2,6-8,4-12,"Yes, but not so well","I used to play a Chinese traditional instrument when I was young, now i can play some but not well anymore","If anything sounded out of range, and if the notes that were close by sounded different",No,,No,,in ear,Strongly Disagree,Strongly Disagree,Agree,SSS0222,40122,,,,Unknown
2020-09-21 21:18:31,2020-09-21 21:20:09,IP Address,68.173.60.184,100,98,True,2020-09-21 21:20:13,R_2TmDktXi4O7psYS,,,,,40.71490478515625,-73.9893035888671875,anonymous,EN,21,Female,SONA for course credit,,English,,Detractor,3,1,16,"Yes, but not so well",Guitar,If any sounded lower or higher than the template.,No,,No,,In ear,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0224,34582,,,,Unknown
2020-09-21 22:15:38,2020-09-21 22:17:12,IP Address,67.254.160.136,100,93,True,2020-09-21 22:17:12,R_3CZW2kObhsIH9dM,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,4,0,,"Yes, but not so well",piano,none,Yes,i noticed when the octave would drop,No,,headphones in ear by JBL,Strongly Agree,Agree,Agree,SSS0221,39845,,Unknown,,Unknown
2020-09-21 22:26:19,2020-09-21 22:27:59,IP Address,24.131.7.214,100,99,True,2020-09-21 22:27:59,R_2pXofWvZbspfbZm,,,,,38.093597412109375,-78.5623016357421875,anonymous,EN,21,Male,SONA for course credit,,English,,Detractor,6,0,,"Yes, I do alright","guitar, ukulele",listening for changes in pitch,Yes,tone shifts,No,,over ear headphones,Strongly Agree,Agree,Agree,SSS0225,35608,,Unknown,,Unknown
2020-09-21 22:30:45,2020-09-21 22:33:29,IP Address,216.165.99.20,100,164,True,2020-09-21 22:33:29,R_1eLbEbvW4t19SBZ,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,chinese,Passive,7,2-3,6-8,"Yes, but not so well",piano,"major minor, different notes, feeling",Yes,major and minor are different feelings,No,,over-the-ear,Strongly Agree,Agree,Agree,SSS0227,40148,,Unknown,,Unknown
2020-09-21 22:55:40,2020-09-21 22:57:23,IP Address,202.66.60.168,100,102,True,2020-09-21 22:57:24,R_6sQThb4NCcLM7yF,,,,,22.25,114.16668701171875,anonymous,EN,22,Male,SONA for course credit,,Other (please specify below):,Mandarin,Detractor,1,0,,No,,,No,,No,,in-ear,Neither Agree nor Disagree,Agree,Agree,SSS0226,36069,,,,
2020-09-22 02:15:57,2020-09-22 02:19:13,IP Address,68.96.78.193,100,195,True,2020-09-22 02:19:13,R_1ozrBloOm5BYe2m,,,,,33.660797119140625,-117.5919952392578125,anonymous,EN,18,Male,SONA for course credit,,Other (please specify below):,Chinese,Passive,8,4-5,6,"Yes, I do alright",drum,ear,Yes,whether the tone shifts higher or lower,No,,in ear,Agree,Agree,Agree,SSS0230,39864,,Unknown,,Unknown
2020-09-22 02:54:53,2020-09-22 02:59:14,IP Address,74.105.16.177,100,261,True,2020-09-22 02:59:14,R_1Fmi5D6h1lTYYGk,,,,,40.8948974609375,-74.0110015869140625,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,0,0,,"Yes, but not so well","Guitar, piano","I tried to see if there were any discordant notes. ",Yes,"I based my discriminations on notes/sounds that sounded out of place. ",No,,"AirPods Pro ",Agree,Neither Agree nor Disagree,Agree,SSS0231,36071,,Unknown,,Unknown
2020-09-22 05:15:10,2020-09-22 05:21:04,IP Address,216.165.99.21,100,353,True,2020-09-22 05:21:04,R_24cLpYIzs0gaIk7,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,3,2-3,7-10,"Yes, I do alright",Guzheng,,No,,,,airpods,Agree,Neither Agree nor Disagree,Agree,SSS0234,40004,,,,
2020-09-22 06:06:18,2020-09-22 06:07:27,IP Address,88.230.96.186,100,68,True,2020-09-22 06:07:27,R_8JpYKS7X5Vg6Di9,,,,,40.262298583984375,28.697998046875,anonymous,EN,,Female,SONA for course credit,,Other (please specify below):,turkish,Detractor,0,0,,No,,nothing,No,,No,,yes airpods,Strongly Agree,Agree,Agree,SSS0236,38764,,,,Unknown
2020-09-22 07:15:03,2020-09-22 07:19:27,IP Address,45.115.99.90,100,263,True,2020-09-22 07:19:27,R_bEen9FZpR56jkhr,,,,,28.6327056884765625,77.21978759765625,anonymous,EN,,Male,SONA for course credit,,English,,Passive,8,2-3,13-16,"Yes, I do alright",Guitar and Viola,"Paying close attention to the crescendos and the decrescendos, along with the starts and ends.",Yes,"Some notes were much higher/lower to the other notes, which made it more clear. ",No,,Over-the-ear headphones,Strongly Agree,Strongly Disagree,Agree,SSS0237,39650,,Unknown,,Unknown
2020-09-22 11:22:39,2020-09-22 11:26:26,IP Address,72.225.116.16,100,226,True,2020-09-22 11:26:26,R_0vPFb9OlHioSOEF,,,,,40.8491973876953125,-73.97350311279296875,anonymous,EN,20,Female,SONA for course credit,,English,,Passive,7,9+,"4-14, 19-20","Yes, I do alright",piano and trombone,"I nod along and feel the melody, and have a red flag anytime I feel a note that feels off.",Yes,Many times when a note was flat or sharp it helped in discriminating the melody.,Yes,I started the strategy stated around block 5. Prior to that I was doing it without any strategy.,over-the-ear Beats headphones.,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0062,39912,,Unknown,,Unknown
2020-09-22 12:34:26,2020-09-22 12:37:51,IP Address,209.150.43.246,100,205,True,2020-09-22 12:37:52,R_1geFJAhESOfaey8,,,,,40.7465057373046875,-73.90899658203125,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Bengali,Detractor,5,0,,No,,Tried to remember parts of the test melody,Yes,I tried to remember the beginning and end of the melody and thought I'd intuitively remember any deeper notes in the middle,No,,Headphones,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0067,37785,,Unknown,,Unknown
2020-09-22 13:35:39,2020-09-22 13:37:42,IP Address,216.165.95.129,100,123,True,2020-09-22 13:37:42,R_1d5Dzhs2kEC1WZc,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,21,Male,SONA for course credit,,English,,Passive,8,2-3,15-17,"Yes, I do alright",drums,to see if the general notes were the same,Yes,There would be certain melodies that would go somewhat completely against the test melody by going too high or low,No,,"in ear headphones, apple headphones ",Strongly Agree,Strongly Disagree,Agree,SSS0068,39771,,Unknown,,Unknown
2020-09-22 14:06:32,2020-09-22 14:07:21,IP Address,114.202.11.52,100,48,True,2020-09-22 14:07:22,R_2WMZ8XZnHydkatf,,,,,37.656402587890625,126.834991455078125,anonymous,EN,,,,,,,,,,,,,,,,,,,,,Agree,SSS0072,38010,,,,
