,subject,set,understood task,response,button_bias_Z,rt set,rt shifted,rt swapped,rt neither,rt shifted-swapped,rt shifted:swapped,length,# shifted,# swapped,# neither,# 1st button,# 2nd button,# neither button,# 1st button (task),# 2nd button (task),# neither button (task),# button presses (task),# trials,# button presses,# no_neither_trials,rate shifted,rate swapped,rate neither,rate pressed 1st,rate pressed 2nd,rate pressed neither,rate pressed 1st (task),rate pressed 2nd (task),rate pressed neither (task),rate_NN_shifted,rate_NN_swapped,rate shifted - rate swapped,rate shifted - rate swapped (NN),Unnamed: 0,subject_age,Did this strategy change throughout the task?,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,Did you notice any change in the music? Elaborate,How did you arrive at this experiment?,What is your first language (if other)?,"Did you notice any particular changes in the music? In other words, did you base your discriminations on specific features of the melodies?",subject_gender,How did your strategy change throughout the task?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona
61,S1C1201,diatonic,True,BABBABABABBBAAAABAAAABAABABABBAABAABAAAABBBBABBBAABAAAAAAABAABABAAAABBBAAAAAAABAAAAAAAAABABBBBAAAAABBBAABBBBBABABBABABAB,-0.4401373992659094,1947.2500000149012,1933.75,2104.1000000089407,0.0,-170.3500000089407,0.9190390190541244,12.0,30,30,0.0,34,26,0.0,70,50,0.0,120.0,60.0,60.0,60.0,0.5,0.5,0.0,0.5666666666666667,0.43333333333333335,0.0,0.5833333333333334,0.4166666666666667,0.0,0.5,0.5,0.0,0.0,32,20.0,No,in ear headphones,,Other (please specify below):,,SONA for course credit,Bengali,No,Female,,0,0,No,,Strongly Agree,Agree,,2021-09-04 19:33:28,40094
62,S1C1202,chromatic,True,BBAAABBABBAABABBABBBABABBABABABBABABBAAABAAAAAAABAAAABABABABABBBBAAABBBABBBABABABBBABBABABAAABABBBABBBAABAAABBAABB,1.7086899218921894,1199.3499999940395,2156.2000000029802,869.0,1073.7999999970198,1287.2000000029802,2.4812428078285156,12.0,25,30,5.0,29,26,5.0,55,59,6.0,120.0,60.0,60.0,55.0,0.4166666666666667,0.5,0.08333333333333333,0.48333333333333334,0.43333333333333335,0.08333333333333333,0.4583333333333333,0.49166666666666664,0.05,0.45454545454545453,0.5454545454545454,-0.08333333333333331,-0.09090909090909088,33,,No,in-ear,,Chinese (Mandarin),,SONA for course credit,,No,Male,,6,0,No,,Agree,Agree,,2021-09-04 20:14:03,41054
63,S1C1202,diatonic,True,BBAAABBABBAABABBABBBABABBABABABBABABBAAABAAAAAAABAAAABABABABABBBBAAABBBABBBABABABBBABBABABAAABABBBABBBAABAAABBAABB,1.7086899218921894,1951.1000000014901,1583.6000000014901,2148.300000000745,9615.29999999702,-564.6999999992549,0.7371409952059493,12.0,23,36,1.0,26,33,1.0,55,59,6.0,120.0,60.0,60.0,59.0,0.38333333333333336,0.6,0.016666666666666666,0.43333333333333335,0.55,0.016666666666666666,0.4583333333333333,0.49166666666666664,0.05,0.3898305084745763,0.6101694915254238,-0.21666666666666662,-0.22033898305084748,33,,No,in-ear,,Chinese (Mandarin),,SONA for course credit,,No,Male,,6,0,No,,Agree,Agree,,2021-09-04 20:14:03,41054
64,S1C1204,chromatic,True,BBBBBABBBBBABBBBBBBBABBBBAABBBBABBBBBBBBAABBBABBBABBBABBAAAABBBBABBBBBABABBBAABABBBBBABABAAAAABB,-0.9125402147749816,1181.0499999523163,1181.0499999523163,1121.9000000953674,1670.7999997138977,59.14999985694885,1.0527230589641865,12.0,26,29,5.0,15,40,5.0,28,68,24.0,120.0,60.0,60.0,55.0,0.43333333333333335,0.48333333333333334,0.08333333333333333,0.25,0.6666666666666666,0.08333333333333333,0.23333333333333334,0.5666666666666667,0.2,0.4727272727272727,0.5272727272727272,-0.04999999999999999,-0.05454545454545451,34,19.0,No,in-ear headphones,,English,Some tones would stand out as different and I could hear them loud and clear,SONA for course credit,,Yes,Female,,0,0,No,,Strongly Agree,Disagree,I focused on the cross and listened for any off-key sounds,2021-09-05 19:18:35,41422
65,S1C1204,diatonic,True,BBBBBABBBBBABBBBBBBBABBBBAABBBBABBBBBBBBAABBBABBBABBBABBAAAABBBBABBBBBABABBBAABABBBBBABABAAAAABB,-0.9125402147749816,1279.8000001907349,820.0999999046326,1238.5,2002.3999996185303,-418.40000009536743,0.6621719821595742,12.0,29,12,19.0,13,28,19.0,28,68,24.0,120.0,60.0,60.0,41.0,0.48333333333333334,0.2,0.31666666666666665,0.21666666666666667,0.4666666666666667,0.31666666666666665,0.23333333333333334,0.5666666666666667,0.2,0.7073170731707317,0.2926829268292683,0.2833333333333333,0.4146341463414634,34,19.0,No,in-ear headphones,,English,Some tones would stand out as different and I could hear them loud and clear,SONA for course credit,,Yes,Female,,0,0,No,,Strongly Agree,Disagree,I focused on the cross and listened for any off-key sounds,2021-09-05 19:18:35,41422
66,S1C1205,chromatic,True,BBBABAAABBBAABBBABAABBABBBABBBBBABAABBBBBBBBBABBABABABABBABBABAABBBBAABBABBBBBABBABAABABABABAB,1.932209025155268,3028.750000000233,3071.5500000000466,2937.2000000001863,2380.0,134.3499999998603,1.0457408416178169,12.0,30,17,13.0,20,27,13.0,34,60,26.0,120.0,60.0,60.0,47.0,0.5,0.2833333333333333,0.21666666666666667,0.3333333333333333,0.45,0.21666666666666667,0.2833333333333333,0.5,0.21666666666666667,0.6382978723404256,0.3617021276595745,0.21666666666666667,0.2765957446808511,35,19.0,No,Airpods,"High School, 14-18",English,,SONA for course credit,,No,Female,,6,4,No,,Strongly Agree,Disagree,"No real strategy, just listened for wrong notes",2021-09-06 16:57:56,40727
67,S1C1205,diatonic,True,BBBABAAABBBAABBBABAABBABBBABBBBBABAABBBBBBBBBABBABABABABBABBABAABBBBAABBABBBBBABBABAABABABABAB,1.932209025155268,2320.6500000001397,2567.3000000002794,1988.7999999998137,2744.2000000001863,578.5000000004657,1.2908789219632542,12.0,29,18,13.0,14,33,13.0,34,60,26.0,120.0,60.0,60.0,47.0,0.48333333333333334,0.3,0.21666666666666667,0.23333333333333334,0.55,0.21666666666666667,0.2833333333333333,0.5,0.21666666666666667,0.6170212765957447,0.3829787234042553,0.18333333333333335,0.23404255319148937,35,19.0,No,Airpods,"High School, 14-18",English,,SONA for course credit,,No,Female,,6,4,No,,Strongly Agree,Disagree,"No real strategy, just listened for wrong notes",2021-09-06 16:57:56,40727
68,S1C1206,chromatic,True,BABBBABAABAAABAAAABBBABABBABBBBBABABBBABBBBBAAAAAAAABBABBABAABABAAABBABBBABBBBBBABBBBAABBABAABBABABBBB,0.052022742515130525,785.5500000119209,504.64999997615814,735.8000000119209,1125.2500000298023,-231.1500000357628,0.6858521336884781,12.0,22,28,10.0,22,28,10.0,43,59,18.0,120.0,60.0,60.0,50.0,0.36666666666666664,0.4666666666666667,0.16666666666666666,0.36666666666666664,0.4666666666666667,0.16666666666666666,0.35833333333333334,0.49166666666666664,0.15,0.44,0.56,-0.10000000000000003,-0.12000000000000005,36,19.0,Yes,I listened to the task using Jabra Elite 65t wireless earbuds,13-15,English,I felt like it was easier to notice a difference from the original melody when the change had a note turn into a sharp or a flat,SONA for course credit,,Yes,Male,"I felt the changes got less overt over the course of the task and that the latter changes involved changing steps into skips, so I tried to listen for that instead",5,3,"Yes, but not so well","Piano, Ukulele",Agree,Agree,I mainly just tried to memorize the initial melody's beginning and end with some attention towards the middle and then listened for changes to that middle section,2021-09-06 22:32:12,41427
69,S1C1206,diatonic,True,BABBBABAABAAABAAAABBBABABBABBBBBABABBBABBBBBAAAAAAAABBABBABAABABAAABBABBBABBBBBBABBBBAABBABAABBABABBBB,0.052022742515130525,669.7500000298023,437.65000000596046,756.0,1444.5,-318.34999999403954,0.5789021164100007,12.0,42,10,8.0,21,31,8.0,43,59,18.0,120.0,60.0,60.0,52.0,0.7,0.16666666666666666,0.13333333333333333,0.35,0.5166666666666667,0.13333333333333333,0.35833333333333334,0.49166666666666664,0.15,0.8076923076923077,0.19230769230769232,0.5333333333333333,0.6153846153846154,36,19.0,Yes,I listened to the task using Jabra Elite 65t wireless earbuds,13-15,English,I felt like it was easier to notice a difference from the original melody when the change had a note turn into a sharp or a flat,SONA for course credit,,Yes,Male,"I felt the changes got less overt over the course of the task and that the latter changes involved changing steps into skips, so I tried to listen for that instead",5,3,"Yes, but not so well","Piano, Ukulele",Agree,Agree,I mainly just tried to memorize the initial melody's beginning and end with some attention towards the middle and then listened for changes to that middle section,2021-09-06 22:32:12,41427
70,S1C1207,chromatic,True,BAAAABAABAABABABBAABBBABAABBBAB,0.9202618974568667,1780.25,1871.699999999255,1146.8999999985099,1836.4500000011176,724.8000000007451,1.631964425845049,12.0,7,5,48.0,3,9,48.0,16,15,89.0,120.0,60.0,60.0,12.0,0.11666666666666667,0.08333333333333333,0.8,0.05,0.15,0.8,0.13333333333333333,0.125,0.7416666666666667,0.5833333333333334,0.4166666666666667,0.03333333333333334,0.16666666666666669,37,19.0,No,Earbud,12-17,English,,SONA for course credit,,No,Other,,7,5,"Yes, I do alright",Piano,Agree,Agree,Instinct,2021-09-06 22:43:36,41026
71,S1C1207,diatonic,True,BAAAABAABAABABABBAABBBABAABBBAB,0.9202618974568667,1870.6499999985099,1911.699999999255,1686.5,1574.9000000059605,225.19999999925494,1.1335309813218233,12.0,11,8,41.0,13,6,41.0,16,15,89.0,120.0,60.0,60.0,19.0,0.18333333333333332,0.13333333333333333,0.6833333333333333,0.21666666666666667,0.1,0.6833333333333333,0.13333333333333333,0.125,0.7416666666666667,0.5789473684210527,0.42105263157894735,0.04999999999999999,0.1578947368421053,37,19.0,No,Earbud,12-17,English,,SONA for course credit,,No,Other,,7,5,"Yes, I do alright",Piano,Agree,Agree,Instinct,2021-09-06 22:43:36,41026
72,S1C1208,chromatic,True,BABABABAABBBAAABBBABAABABABABBABAABBAAABAABBBABAABAAABBAABABBBBABBABBAABABABBAABBAABAABBABBABABBAABAAABAABABBABABABBAA,2.9585091100579244,1732.4000000059605,1639.0499999821186,1846.4500000178814,0.0,-207.4000000357628,0.8876763519002657,12.0,40,20,0.0,28,32,0.0,59,59,2.0,120.0,60.0,60.0,60.0,0.6666666666666666,0.3333333333333333,0.0,0.4666666666666667,0.5333333333333333,0.0,0.49166666666666664,0.49166666666666664,0.016666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,38,18.0,Yes,I listened to the task using headphones-- specifically air pods in-ear. ,10-14,English,"I found that lower-tone out-of-place notes were the most distinguishable factor in unlikeliness to the original melody. I found that if a melody contained a low note not originally found in the melody it was much easier to select it as ""the most different."" ",SONA for course credit,,Yes,Female,"Sometimes I would notice that despite the sole low-note, the rest of the melody remained very similar to the original. I ended up selecting some of the lower-note options because I felt that there were more melodic ""mistakes"" in the counterpart.",6,4,No,,Strongly Agree,Agree,"I mentally recorded the first and last notes more-so than the middle, aiding in my comparison between the samples. I also noted the rhythm the original melody produced and compared it to the melodis.",2021-09-07 00:44:05,41404
73,S1C1208,diatonic,True,BABABABAABBBAAABBBABAABABABABBABAABBAAABAABBBABAABAAABBAABABBBBABBABBAABABABBAABBAABAABBABBABABBAABAAABAABABBABABABBAA,2.9585091100579244,1930.7500000298023,1770.4000000357628,2009.300000011921,5903.750000029802,-238.89999997615814,0.8811028716594134,12.0,36,22,2.0,31,27,2.0,59,59,2.0,120.0,60.0,60.0,58.0,0.6,0.36666666666666664,0.03333333333333333,0.5166666666666667,0.45,0.03333333333333333,0.49166666666666664,0.49166666666666664,0.016666666666666666,0.6206896551724138,0.3793103448275862,0.23333333333333334,0.24137931034482762,38,18.0,Yes,I listened to the task using headphones-- specifically air pods in-ear. ,10-14,English,"I found that lower-tone out-of-place notes were the most distinguishable factor in unlikeliness to the original melody. I found that if a melody contained a low note not originally found in the melody it was much easier to select it as ""the most different."" ",SONA for course credit,,Yes,Female,"Sometimes I would notice that despite the sole low-note, the rest of the melody remained very similar to the original. I ended up selecting some of the lower-note options because I felt that there were more melodic ""mistakes"" in the counterpart.",6,4,No,,Strongly Agree,Agree,"I mentally recorded the first and last notes more-so than the middle, aiding in my comparison between the samples. I also noted the rhythm the original melody produced and compared it to the melodis.",2021-09-07 00:44:05,41404
74,S1C1209,chromatic,True,BBBAABAABABABABABBABAABABABBABBBABBBBABABABAAAABBBABABABBBAAAABBABBAAAAABBBAABAAAABABABBAABAABAABABBABBAABBBAABBABA,2.1552091094623984,1143.1500000003725,871.5,1425.7999999988824,1393.8500000005588,-554.2999999988824,0.6112357974475264,12.0,25,31,4.0,25,31,4.0,57,58,5.0,120.0,60.0,60.0,56.0,0.4166666666666667,0.5166666666666667,0.06666666666666667,0.4166666666666667,0.5166666666666667,0.06666666666666667,0.475,0.48333333333333334,0.041666666666666664,0.44642857142857145,0.5535714285714286,-0.10000000000000003,-0.10714285714285715,39,18.0,No,Over-the-ear headphones- Beats Solo 3,12-14,English,I noticed that some melodies were shorter or had drastically different notes,SONA for course credit,,Yes,Female,,10,2,"Yes, I do alright","Flute, clarinet",Strongly Agree,Agree,Determine the differences in the notes,2021-09-08 18:27:14,41429
75,S1C1209,diatonic,True,BBBAABAABABABABABBABAABABABBABBBABBBBABABABAAAABBBABABABBBAAAABBABBAAAAABBBAABAAAABABABBAABAABAABABBABBAABBBAABBABA,2.1552091094623984,956.0,773.1999999992549,1346.7999999998137,24098.0,-573.6000000005588,0.5741015741011003,12.0,35,24,1.0,32,27,1.0,57,58,5.0,120.0,60.0,60.0,59.0,0.5833333333333334,0.4,0.016666666666666666,0.5333333333333333,0.45,0.016666666666666666,0.475,0.48333333333333334,0.041666666666666664,0.5932203389830508,0.4067796610169492,0.18333333333333335,0.18644067796610164,39,18.0,No,Over-the-ear headphones- Beats Solo 3,12-14,English,I noticed that some melodies were shorter or had drastically different notes,SONA for course credit,,Yes,Female,,10,2,"Yes, I do alright","Flute, clarinet",Strongly Agree,Agree,Determine the differences in the notes,2021-09-08 18:27:14,41429
76,S1C1210,chromatic,True,BABBAAAABBABBAABBABBABAABAABAAABABABBAAABBABABABABABABABBABABAABBABAABAAABBBABAABAAABAABAABBAABAAAABAABBB,2.7436919663456893,2550.5000000037253,2497.39999999851,2428.39999999851,3095.5,69.0,1.0284137703838092,12.0,24,29,7.0,27,26,7.0,57,48,15.0,120.0,60.0,60.0,53.0,0.4,0.48333333333333334,0.11666666666666667,0.45,0.43333333333333335,0.11666666666666667,0.475,0.4,0.125,0.4528301886792453,0.5471698113207547,-0.08333333333333331,-0.09433962264150941,40,18.0,No,I listened to the task using headphones- in ear airpods. ,,English,They used different majors and minor keys.,SONA for course credit,,Yes,Female,,2,0,No,,Strongly Agree,Neither Agree nor Disagree,I zoned myself into the melodies using my headphones. It was easier to hear the different melodies that way. ,2021-09-15 13:37:39,41677
77,S1C1210,diatonic,True,BABBAAAABBABBAABBABBABAABAABAAABABABBAAABBABABABABABABABBABABAABBABAABAAABBBABAABAAABAABAABBAABAAAABAABBB,2.7436919663456893,2752.10000000149,3237.0,2022.2999999970198,2912.449999999255,1214.7000000029802,1.600652722150408,12.0,22,30,8.0,30,22,8.0,57,48,15.0,120.0,60.0,60.0,52.0,0.36666666666666664,0.5,0.13333333333333333,0.5,0.36666666666666664,0.13333333333333333,0.475,0.4,0.125,0.4230769230769231,0.5769230769230769,-0.13333333333333336,-0.1538461538461538,40,18.0,No,I listened to the task using headphones- in ear airpods. ,,English,They used different majors and minor keys.,SONA for course credit,,Yes,Female,,2,0,No,,Strongly Agree,Neither Agree nor Disagree,I zoned myself into the melodies using my headphones. It was easier to hear the different melodies that way. ,2021-09-15 13:37:39,41677
78,S1C1211,chromatic,False,BBAABABABABABBBBAABAABABBABABAABBABABAABABAABAABBABABAAABAABAABABBAAABAABBBAAABBBBBAAABABBBAABBBBAABABA,2.2786270656224246,1181.7999999970198,944.0,1487.3999999985099,2159.4000000059605,-543.3999999985099,0.634664515262166,12.0,29,20,11.0,21,28,11.0,52,51,17.0,120.0,60.0,60.0,49.0,0.48333333333333334,0.3333333333333333,0.18333333333333332,0.35,0.4666666666666667,0.18333333333333332,0.43333333333333335,0.425,0.14166666666666666,0.5918367346938775,0.40816326530612246,0.15000000000000002,0.18367346938775508,41,18.0,No,airpods in-ear,12,English,,SONA for course credit,,No,Female,,9,6,"Yes, I am near professional","flute, piano",Disagree,Agree,,2021-09-15 13:39:00,41657
79,S1C1211,diatonic,False,BBAABABABABABBBBAABAABABBABABAABBABABAABABAABAABBABABAAABAABAABABBAAABAABBBAAABBBBBAAABABBBAABBBBAABABA,2.2786270656224246,988.2500000074506,958.4000000059605,817.5,1498.4999999925494,140.90000000596046,1.172354740068453,12.0,35,19,6.0,31,23,6.0,52,51,17.0,120.0,60.0,60.0,54.0,0.5833333333333334,0.31666666666666665,0.1,0.5166666666666667,0.38333333333333336,0.1,0.43333333333333335,0.425,0.14166666666666666,0.6481481481481481,0.35185185185185186,0.2666666666666667,0.2962962962962963,41,18.0,No,airpods in-ear,12,English,,SONA for course credit,,No,Female,,9,6,"Yes, I am near professional","flute, piano",Disagree,Agree,,2021-09-15 13:39:00,41657
80,S1C1212,chromatic,True,ABBBABBBAABBBAAABABABABABBABABBBABBAAABABABABAABAAAABAAAAAABAABABAAABBAABABBBAABABBABAAAAAAABABABBBABBABBAABAABAABAB,2.148083325260855,1366.0499999988824,1349.5999999996275,1698.300000000745,3482.6500000003725,-348.7000000011176,0.7946770299705797,12.0,37,21,2.0,30,28,2.0,63,53,4.0,120.0,60.0,60.0,58.0,0.6166666666666667,0.35,0.03333333333333333,0.5,0.4666666666666667,0.03333333333333333,0.525,0.44166666666666665,0.03333333333333333,0.6379310344827587,0.3620689655172414,0.2666666666666667,0.2758620689655173,42,19.0,No,In-ear airpods,10-18,English,Some of the melodies were changed from going up the octave to down,SONA for course credit,,Yes,Female,,6,8,"Yes, I do alright",Trumpet,Agree,Neither Agree nor Disagree,Just based off what differences I noticed and how far I felt they were from the original,2021-09-15 13:36:33,41500
81,S1C1212,diatonic,True,ABBBABBBAABBBAAABABABABABBABABBBABBAAABABABABAABAAAABAAAAAABAABABAAABBAABABBBAABABBABAAAAAAABABABBBABBABBAABAABAABAB,2.148083325260855,1768.5999999996275,1588.5999999996275,1961.300000000745,3408.100000000559,-372.7000000011176,0.8099729771065233,12.0,36,22,2.0,33,25,2.0,63,53,4.0,120.0,60.0,60.0,58.0,0.6,0.36666666666666664,0.03333333333333333,0.55,0.4166666666666667,0.03333333333333333,0.525,0.44166666666666665,0.03333333333333333,0.6206896551724138,0.3793103448275862,0.23333333333333334,0.24137931034482762,42,19.0,No,In-ear airpods,10-18,English,Some of the melodies were changed from going up the octave to down,SONA for course credit,,Yes,Female,,6,8,"Yes, I do alright",Trumpet,Agree,Neither Agree nor Disagree,Just based off what differences I noticed and how far I felt they were from the original,2021-09-15 13:36:33,41500
82,S1C1213,chromatic,True,BBABBAABABBABABBBAAAAABBABBBBBBBABABBBBBBBBABAABABBAABABBBBAABBABAAABBBBABBAABBBBBABABBAAABABAAABBBAABABBABBABBBAAABABAA,0.5030141705896097,821.4499999284744,876.2000000476837,661.2999999523163,0.0,214.90000009536743,1.3249659762753108,12.0,39,21,0.0,27,33,0.0,50,70,0.0,120.0,60.0,60.0,60.0,0.65,0.35,0.0,0.45,0.55,0.0,0.4166666666666667,0.5833333333333334,0.0,0.65,0.35,0.30000000000000004,0.30000000000000004,43,18.0,No,"in-ear, airpods pro.",15-17,English,Changes in intervals,SONA for course credit,,Yes,Female,,3,3,"Yes, I do alright",Violin,Strongly Agree,Agree,Intervals,2021-09-15 13:53:52,41471
83,S1C1213,diatonic,True,BBABBAABABBABABBBAAAAABBABBBBBBBABABBBBBBBBABAABABBAABABBBBAABBABAAABBBBABBAABBBBBABABBAAABABAAABBBAABABBABBABBBAAABABAA,0.5030141705896097,549.3500000238419,576.1000001430511,394.7000000476837,0.0,181.40000009536743,1.4595895618785217,12.0,53,7,0.0,23,37,0.0,50,70,0.0,120.0,60.0,60.0,60.0,0.8833333333333333,0.11666666666666667,0.0,0.38333333333333336,0.6166666666666667,0.0,0.4166666666666667,0.5833333333333334,0.0,0.8833333333333333,0.11666666666666667,0.7666666666666666,0.7666666666666666,43,18.0,No,"in-ear, airpods pro.",15-17,English,Changes in intervals,SONA for course credit,,Yes,Female,,3,3,"Yes, I do alright",Violin,Strongly Agree,Agree,Intervals,2021-09-15 13:53:52,41471
84,S1C1214,chromatic,True,BABBBBBBBBAAAAABBBBBABBBABBBBBBBBABAABBBB,-1.6623481526219996,1081.8999999985099,934.7000000029802,1356.300000011921,1070.9500000029802,-421.6000000089407,0.6891543168876834,12.0,7,9,44.0,4,12,44.0,11,30,79.0,120.0,60.0,60.0,16.0,0.11666666666666667,0.15,0.7333333333333333,0.06666666666666667,0.2,0.7333333333333333,0.09166666666666666,0.25,0.6583333333333333,0.4375,0.5625,-0.033333333333333326,-0.125,44,21.0,No,"earphones, in-ear ",10 to 13,English,,SONA for course credit,,No,Female,,6,3,"Yes, I do alright",piano and guitar ,Strongly Agree,Strongly Agree,listened to the intervals between each note and compared.,2021-09-18 12:19:16,41439
85,S1C1214,diatonic,True,BABBBBBBBBAAAAABBBBBABBBABBBBBBBBABAABBBB,-1.6623481526219996,1047.0500000044703,930.7999999970198,1367.6000000089407,1087.8999999910593,-436.80000001192093,0.6806083650123828,12.0,24,1,35.0,7,18,35.0,11,30,79.0,120.0,60.0,60.0,25.0,0.4,0.016666666666666666,0.5833333333333334,0.11666666666666667,0.3,0.5833333333333334,0.09166666666666666,0.25,0.6583333333333333,0.96,0.04,0.38333333333333336,0.9199999999999999,44,21.0,No,"earphones, in-ear ",10 to 13,English,,SONA for course credit,,No,Female,,6,3,"Yes, I do alright",piano and guitar ,Strongly Agree,Strongly Agree,listened to the intervals between each note and compared.,2021-09-18 12:19:16,41439
86,S1C1216,chromatic,True,BBBAABAABABAABBBABBBBABAAAABAAABBAAAABBABAAABBAABBBBAAAABABBABBBAAABBABBBAABBAAABBBAABABBA,-0.42402591878089224,2127.25,1420.8000000044703,1936.449999999255,2983.0,-515.6499999947846,0.7337137545534442,12.0,23,22,15.0,21,24,15.0,45,45,30.0,120.0,60.0,60.0,45.0,0.38333333333333336,0.36666666666666664,0.25,0.35,0.4,0.25,0.375,0.375,0.25,0.5111111111111111,0.4888888888888889,0.01666666666666672,0.0222222222222222,45,20.0,No,in-ear earbuds,13-16,Chinese (Mandarin),,SONA for course credit,,No,Female,,1,3,"Yes, but not so well","Violin, Guzheng",Strongly Agree,Strongly Agree,I try to remember the ending and beginning notes to distinguish the melodies,2021-09-18 20:57:59,41596
87,S1C1216,diatonic,True,BBBAABAABABAABBBABBBBABAAAABAAABBAAAABBABAAABBAABBBBAAAABABBABBBAAABBABBBAABBAAABBBAABABBA,-0.42402591878089224,2149.9499999955297,1662.5,1897.7000000029802,2768.10000000149,-235.20000000298023,0.8760604942811767,12.0,29,16,15.0,24,21,15.0,45,45,30.0,120.0,60.0,60.0,45.0,0.48333333333333334,0.26666666666666666,0.25,0.4,0.35,0.25,0.375,0.375,0.25,0.6444444444444445,0.35555555555555557,0.21666666666666667,0.2888888888888889,45,20.0,No,in-ear earbuds,13-16,Chinese (Mandarin),,SONA for course credit,,No,Female,,1,3,"Yes, but not so well","Violin, Guzheng",Strongly Agree,Strongly Agree,I try to remember the ending and beginning notes to distinguish the melodies,2021-09-18 20:57:59,41596
88,S1C1217,chromatic,True,BBABBABBBAABBBBABBAABBBBAABBBBBBBABBABABBBABBBAABBBABBBBBAAABBABBBAABBABBBBAABBAABBABBBBBBBABBBABBBABBBB,0.1134284435410879,1592.5999999940395,1578.9000000059605,1506.1499999910593,3816.0999999940395,72.75000001490116,1.0483019619661607,12.0,29,22,9.0,21,30,9.0,31,73,16.0,120.0,60.0,60.0,51.0,0.48333333333333334,0.36666666666666664,0.15,0.35,0.5,0.15,0.25833333333333336,0.6083333333333333,0.13333333333333333,0.5686274509803921,0.43137254901960786,0.1166666666666667,0.13725490196078427,46,18.0,No,in-ear headphones,,English,Repetitions and the key,SONA for course credit,,Yes,Female,,2,0,No,,Strongly Agree,Disagree,None,2021-09-15 22:34:03,41841
89,S1C1217,diatonic,True,BBABBABBBAABBBBABBAABBBBAABBBBBBBABBABABBBABBBAABBBABBBBBAAABBABBBAABBABBBBAABBAABBABBBBBBBABBBABBBABBBB,0.1134284435410879,1546.5,1273.5999999940395,2140.0999999940395,2294.800000011921,-866.5,0.5951123779251375,12.0,35,18,7.0,10,43,7.0,31,73,16.0,120.0,60.0,60.0,53.0,0.5833333333333334,0.3,0.11666666666666667,0.16666666666666666,0.7166666666666667,0.11666666666666667,0.25833333333333336,0.6083333333333333,0.13333333333333333,0.660377358490566,0.33962264150943394,0.2833333333333334,0.32075471698113206,46,18.0,No,in-ear headphones,,English,Repetitions and the key,SONA for course credit,,Yes,Female,,2,0,No,,Strongly Agree,Disagree,None,2021-09-15 22:34:03,41841
90,S1C1218,chromatic,True,BABAABBABAAAAAAABBBBBBABBABBABAABABBAABAABAAAAAABAABABBAABBBBABABAABABBAABAAABBBABAAABAAABAAAABAABBAABBBAABAAAAABBAABB,0.34334828002812173,1556.1500000059605,1875.5499999821186,1252.449999988079,3956.449999988079,623.0999999940395,1.4975048904147632,12.0,26,32,2.0,33,25,2.0,66,52,2.0,120.0,60.0,60.0,58.0,0.43333333333333335,0.5333333333333333,0.03333333333333333,0.55,0.4166666666666667,0.03333333333333333,0.55,0.43333333333333335,0.016666666666666666,0.4482758620689655,0.5517241379310345,-0.09999999999999998,-0.10344827586206895,47,19.0,No,"In ear headphones, airpods ",,English,Some keys were a different tone and it sounded off,SONA for course credit,,Yes,Female,,2,0,No,,Strongly Agree,Disagree,The sound of the keys being played,2021-09-15 21:40:38,41620
91,S1C1218,diatonic,True,BABAABBABAAAAAAABBBBBBABBABBABAABABBAABAABAAAAAABAABABBAABBBBABABAABABBAABAAABBBABAAABAAABAAAABAABBAABBBAABAAAAABBAABB,0.34334828002812173,1396.5499999821186,1350.199999988079,2302.5,0.0,-952.3000000119209,0.586406080342271,12.0,43,17,0.0,33,27,0.0,66,52,2.0,120.0,60.0,60.0,60.0,0.7166666666666667,0.2833333333333333,0.0,0.55,0.45,0.0,0.55,0.43333333333333335,0.016666666666666666,0.7166666666666667,0.2833333333333333,0.43333333333333335,0.43333333333333335,47,19.0,No,"In ear headphones, airpods ",,English,Some keys were a different tone and it sounded off,SONA for course credit,,Yes,Female,,2,0,No,,Strongly Agree,Disagree,The sound of the keys being played,2021-09-15 21:40:38,41620
92,S1C1219,chromatic,True,BABAABAABBAAABABAABAABBBABBBAAABBAABABBBABBAABBABABABABAABBBBBBAAABBBBABBAAABBABBABABBBAAABABAAABBABABBBBABBAA,1.2116383430707323,312.6500000022352,289.8999999985099,311.8500000014901,1924.75,-21.950000002980232,0.9296135962710427,12.0,36,20,4.0,22,34,4.0,51,59,10.0,120.0,60.0,60.0,56.0,0.6,0.3333333333333333,0.06666666666666667,0.36666666666666664,0.5666666666666667,0.06666666666666667,0.425,0.49166666666666664,0.08333333333333333,0.6428571428571429,0.35714285714285715,0.26666666666666666,0.28571428571428575,48,19.0,No,Bose over ear noise cancelling headphones ,13-14,English,where dissonance occurred and whether variations were higher or lower in litch,SONA for course credit,,Yes,Female,,8,2,"Yes, I do alright","guitar, bass",Strongly Agree,Agree,"note sequence, pitch, dissonance",2021-09-15 22:15:28,41648
