,index,rt,stimulus,key_press,name,trial_type,trial_index,time_elapsed,internal_node_id,set,transposition,mode,mode_no,probe_pitches,question_num,response,response_numeric,subject,sona_x,block,time,malformed,Unnamed: 0,subject_age,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,How did you arrive at this experiment?,What is your first language (if other)?,subject_gender,How many years of formal music theory training do you have?,Do you have perfect (absolute) pitch?,What informed your judgement (if anything) of how familiar were the melodies?,What general strategy (if any) did you use to judge whether melodies had some notes that were more important than others?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona_y,understood task
459,459,2336,Some notes felt more important than others.,51,likert,html-keyboard-response,193,265619,0.0-193.0,0 2 3 7 8,-3,"[0, 1, 5, 7, 8]",3,-3 2 4 -3 -2 2 5 4 9 2 9 -3,211,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
460,460,286,The melody as a whole or parts of it felt familiar.,49,likert,html-keyboard-response,195,266907,0.0-195.0,0 2 3 7 8,-3,"[0, 1, 5, 7, 8]",3,-3 2 4 -3 -2 2 5 4 9 2 9 -3,211,disagree,1,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
461,461,47,The audio clip was melodic.,52,likert,html-keyboard-response,197,267957,0.0-197.0,0 2 3 7 8,-3,"[0, 1, 5, 7, 8]",3,-3 2 4 -3 -2 2 5 4 9 2 9 -3,211,somewhat agree,4,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
462,462,1087,Some notes felt more important than others.,50,likert,html-keyboard-response,202,275492,0.0-202.0,0 2 5 6 8,1,"[0, 2, 5, 6, 8]",0,3 9 6 3 6 7 3 9 7 9 6 1,221,somewhat disagree,2,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
463,463,2194,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,204,278689,0.0-204.0,0 2 5 6 8,1,"[0, 2, 5, 6, 8]",0,3 9 6 3 6 7 3 9 7 9 6 1,221,somewhat agree,4,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
464,464,687,The audio clip was melodic.,50,likert,html-keyboard-response,206,280381,0.0-206.0,0 2 5 6 8,1,"[0, 2, 5, 6, 8]",0,3 9 6 3 6 7 3 9 7 9 6 1,221,somewhat disagree,2,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
465,465,1208,Some notes felt more important than others.,53,likert,html-keyboard-response,211,287838,0.0-211.0,0 1 4 6 8,2,"[0, 1, 4, 6, 8]",0,3 2 3 2 6 2 8 6 14 8 2 14,231,agree,5,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
466,466,814,The melody as a whole or parts of it felt familiar.,53,likert,html-keyboard-response,213,289656,0.0-213.0,0 1 4 6 8,2,"[0, 1, 4, 6, 8]",0,3 2 3 2 6 2 8 6 14 8 2 14,231,agree,5,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
467,467,2254,The audio clip was melodic.,52,likert,html-keyboard-response,215,292913,0.0-215.0,0 1 4 6 8,2,"[0, 1, 4, 6, 8]",0,3 2 3 2 6 2 8 6 14 8 2 14,231,somewhat agree,4,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
468,468,473,Some notes felt more important than others.,53,likert,html-keyboard-response,220,299798,0.0-220.0,0 2 3 5 6,-1,"[0, 2, 3, 9, 11]",2,10 8 1 -1 1 10 2 1 11 2 1 10,241,agree,5,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
469,469,2123,The melody as a whole or parts of it felt familiar.,53,likert,html-keyboard-response,222,302924,0.0-222.0,0 2 3 5 6,-1,"[0, 2, 3, 9, 11]",2,10 8 1 -1 1 10 2 1 11 2 1 10,241,agree,5,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
470,470,269,The audio clip was melodic.,53,likert,html-keyboard-response,224,304198,0.0-224.0,0 2 3 5 6,-1,"[0, 2, 3, 9, 11]",2,10 8 1 -1 1 10 2 1 11 2 1 10,241,agree,5,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
471,471,483,Some notes felt more important than others.,53,likert,html-keyboard-response,229,312116,0.0-229.0,0 1 2 4 6,1,"[0, 1, 3, 5, 11]",1,12 13 12 13 6 12 1 2 12 6 13 12,251,agree,5,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
472,472,1128,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,231,314246,0.0-231.0,0 1 2 4 6,1,"[0, 1, 3, 5, 11]",1,12 13 12 13 6 12 1 2 12 6 13 12,251,somewhat agree,4,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
473,473,445,The audio clip was melodic.,53,likert,html-keyboard-response,233,315694,0.0-233.0,0 1 2 4 6,1,"[0, 1, 3, 5, 11]",1,12 13 12 13 6 12 1 2 12 6 13 12,251,agree,5,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
474,474,658,Some notes felt more important than others.,51,likert,html-keyboard-response,238,322708,0.0-238.0,0 3 4 7 8,1,"[0, 1, 5, 8, 9]",3,6 10 9 10 9 13 10 6 13 9 10 1,261,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
475,475,1101,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,240,324814,0.0-240.0,0 3 4 7 8,1,"[0, 1, 5, 8, 9]",3,6 10 9 10 9 13 10 6 13 9 10 1,261,somewhat agree,4,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
476,476,464,The audio clip was melodic.,51,likert,html-keyboard-response,242,326283,0.0-242.0,0 3 4 7 8,1,"[0, 1, 5, 8, 9]",3,6 10 9 10 9 13 10 6 13 9 10 1,261,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
477,477,705,Some notes felt more important than others.,50,likert,html-keyboard-response,247,333329,0.0-247.0,0 4 5 6 7,1,"[0, 1, 6, 10, 11]",3,13 11 7 1 2 1 12 11 12 7 11 7,271,somewhat disagree,2,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
478,478,827,The melody as a whole or parts of it felt familiar.,53,likert,html-keyboard-response,249,335162,0.0-249.0,0 4 5 6 7,1,"[0, 1, 6, 10, 11]",3,13 11 7 1 2 1 12 11 12 7 11 7,271,agree,5,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
479,479,463,The audio clip was melodic.,51,likert,html-keyboard-response,251,336627,0.0-251.0,0 4 5 6 7,1,"[0, 1, 6, 10, 11]",3,13 11 7 1 2 1 12 11 12 7 11 7,271,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
480,480,9719,Some notes felt more important than others.,53,likert,html-keyboard-response,256,352629,0.0-256.0,0 1 4 7 8,-3,"[0, 3, 4, 8, 9]",2,9 6 5 0 9 1 0 9 6 5 1 0,281,agree,5,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
481,481,3071,The melody as a whole or parts of it felt familiar.,53,likert,html-keyboard-response,258,356703,0.0-258.0,0 1 4 7 8,-3,"[0, 3, 4, 8, 9]",2,9 6 5 0 9 1 0 9 6 5 1 0,281,agree,5,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
482,482,326,The audio clip was melodic.,51,likert,html-keyboard-response,260,358033,0.0-260.0,0 1 4 7 8,-3,"[0, 3, 4, 8, 9]",2,9 6 5 0 9 1 0 9 6 5 1 0,281,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
483,483,276,Some notes felt more important than others.,52,likert,html-keyboard-response,265,369562,0.0-265.0,0 1 4 5 7,3,"[0, 5, 6, 9, 10]",4,12 8 13 12 3 8 12 13 9 12 3 12,291,somewhat agree,4,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
484,484,1295,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,267,371860,0.0-267.0,0 1 4 5 7,3,"[0, 5, 6, 9, 10]",4,12 8 13 12 3 8 12 13 9 12 3 12,291,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
485,485,249,The audio clip was melodic.,51,likert,html-keyboard-response,269,373113,0.0-269.0,0 1 4 5 7,3,"[0, 5, 6, 9, 10]",4,12 8 13 12 3 8 12 13 9 12 3 12,291,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
486,486,629,Some notes felt more important than others.,49,likert,html-keyboard-response,274,380018,0.0-274.0,0 2 5 6 9,0,"[0, 3, 4, 7, 10]",1,3 0 3 4 7 0 10 3 0 10 3 12,301,disagree,1,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
487,487,3382,The melody as a whole or parts of it felt familiar.,50,likert,html-keyboard-response,276,384402,0.0-276.0,0 2 5 6 9,0,"[0, 3, 4, 7, 10]",1,3 0 3 4 7 0 10 3 0 10 3 12,301,somewhat disagree,2,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
488,488,504,The audio clip was melodic.,51,likert,html-keyboard-response,278,385907,0.0-278.0,0 2 5 6 9,0,"[0, 3, 4, 7, 10]",1,3 0 3 4 7 0 10 3 0 10 3 12,301,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
489,489,693,Some notes felt more important than others.,50,likert,html-keyboard-response,283,394745,0.0-283.0,0 4 5 6 7,0,"[0, 1, 2, 3, 8]",1,3 0 1 3 12 2 0 1 0 12 3 2,311,somewhat disagree,2,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
490,490,378,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,285,396126,0.0-285.0,0 4 5 6 7,0,"[0, 1, 2, 3, 8]",1,3 0 1 3 12 2 0 1 0 12 3 2,311,somewhat agree,4,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
491,491,1516,The audio clip was melodic.,50,likert,html-keyboard-response,287,398645,0.0-287.0,0 4 5 6 7,0,"[0, 1, 2, 3, 8]",1,3 0 1 3 12 2 0 1 0 12 3 2,311,somewhat disagree,2,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
492,492,43,Some notes felt more important than others.,52,likert,html-keyboard-response,292,405325,0.0-292.0,0 2 4 7 8,2,"[0, 2, 5, 6, 10]",1,2 4 7 8 7 12 8 14 2 4 8 2,321,somewhat agree,4,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
493,493,1354,The melody as a whole or parts of it felt familiar.,50,likert,html-keyboard-response,294,407684,0.0-294.0,0 2 4 7 8,2,"[0, 2, 5, 6, 10]",1,2 4 7 8 7 12 8 14 2 4 8 2,321,somewhat disagree,2,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
494,494,248,The audio clip was melodic.,53,likert,html-keyboard-response,296,408935,0.0-296.0,0 2 4 7 8,2,"[0, 2, 5, 6, 10]",1,2 4 7 8 7 12 8 14 2 4 8 2,321,agree,5,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
495,495,21841,Some notes felt more important than others.,52,likert,html-keyboard-response,301,436995,0.0-301.0,0 1 2 5 6,-2,"[0, 1, 2, 5, 6]",0,10 4 -2 4 -1 -2 0 10 0 4 -1 4,331,somewhat agree,4,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
496,496,532,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,303,438532,0.0-303.0,0 1 2 5 6,-2,"[0, 1, 2, 5, 6]",0,10 4 -2 4 -1 -2 0 10 0 4 -1 4,331,somewhat agree,4,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
497,497,326,The audio clip was melodic.,51,likert,html-keyboard-response,305,439861,0.0-305.0,0 1 2 5 6,-2,"[0, 1, 2, 5, 6]",0,10 4 -2 4 -1 -2 0 10 0 4 -1 4,331,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
498,498,419,Some notes felt more important than others.,49,likert,html-keyboard-response,310,446600,0.0-310.0,0 2 3 7 8,3,"[0, 1, 5, 6, 10]",1,3 4 9 4 8 4 13 15 9 8 3 4,341,disagree,1,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
499,499,3553,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,312,451157,0.0-312.0,0 2 3 7 8,3,"[0, 1, 5, 6, 10]",1,3 4 9 4 8 4 13 15 9 8 3 4,341,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
500,500,373,The audio clip was melodic.,52,likert,html-keyboard-response,314,452533,0.0-314.0,0 2 3 7 8,3,"[0, 1, 5, 6, 10]",1,3 4 9 4 8 4 13 15 9 8 3 4,341,somewhat agree,4,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
501,501,236,Some notes felt more important than others.,49,likert,html-keyboard-response,319,458816,0.0-319.0,0 1 2 3 5,-2,"[0, 1, 2, 3, 5]",0,0 1 3 -1 1 -1 0 1 0 3 10 1,351,disagree,1,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
502,502,1553,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,321,461374,0.0-321.0,0 1 2 3 5,-2,"[0, 1, 2, 3, 5]",0,0 1 3 -1 1 -1 0 1 0 3 10 1,351,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
503,503,500,The audio clip was melodic.,50,likert,html-keyboard-response,323,462877,0.0-323.0,0 1 2 3 5,-2,"[0, 1, 2, 3, 5]",0,0 1 3 -1 1 -1 0 1 0 3 10 1,351,somewhat disagree,2,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
504,504,2571,Some notes felt more important than others.,49,likert,html-keyboard-response,328,472234,0.0-328.0,0 1 2 4 8,-1,"[0, 2, 6, 10, 11]",2,-1 5 10 5 1 5 10 9 -1 9 11 -1,361,disagree,1,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
505,505,3833,The melody as a whole or parts of it felt familiar.,49,likert,html-keyboard-response,330,477071,0.0-330.0,0 1 2 4 8,-1,"[0, 2, 6, 10, 11]",2,-1 5 10 5 1 5 10 9 -1 9 11 -1,361,disagree,1,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
506,506,1853,The audio clip was melodic.,50,likert,html-keyboard-response,332,479926,0.0-332.0,0 1 2 4 8,-1,"[0, 2, 6, 10, 11]",2,-1 5 10 5 1 5 10 9 -1 9 11 -1,361,somewhat disagree,2,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
